CML23-,Origin (Package),Packed?,Who/What,Description,Female parent,Male parent,Female genotype,Male genotype,Number/Selection,row_design,column_design,rep,block
4607,LANGEBIO, ,AL/JL,HI79,UNISEM21A_203,x sib,HI79-199,x sib,14K,41,7,1,41
4608,LANGEBIO, ,AL/JL,HI73,UNISEM21A_483,x sib,HI73-100,x sib,14K,41,8,1,41
4609,LANGEBIO, ,AL/JL,HI93,UNISEM21A_930,x sib,HI93-286,x sib,14K,41,9,1,41
4610,LANGEBIO, ,AL/JL,HI79,UNISEM21A_284,x sib,HI79-276,x sib,14K,41,10,1,41
4611,LANGEBIO, ,AL/JL,HI79,UNISEM21A_100,x sib,HI79-097,x sib,14K,41,11,1,41
4612,LANGEBIO, ,AL/JL,HI73,UNISEM21A_584,x sib,HI73-192,x sib,14K,41,12,1,41
4613,LANGEBIO, ,AL/JL,HI93,UNISEM21A_891,x sib,HI93-248,x sib,14K,41,13,1,41
4614,LANGEBIO, ,AL/JL,HI93,UNISEM21A_831,x sib,HI93-190,x sib,14K,41,14,1,41
4615,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,41,15,1,41
4616,LANGEBIO, ,AL/JL,HI93,UNISEM21A_983,x sib,HI93-338,x sib,14K,42,15,1,42
4617,LANGEBIO, ,AL/JL,HI93,UNISEM21A_972,x sib,HI93-327,x sib,14K,42,14,1,42
4618,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,42,13,1,42
4619,LANGEBIO, ,AL/JL,HI93,UNISEM21A_756,x sib,HI93-118,x sib,14K,42,12,1,42
4620,LANGEBIO, ,AL/JL,HI79,UNISEM21A_379,x sib,HI79-370,x sib,14K,42,11,1,42
4621,LANGEBIO, ,AL/JL,HI79,UNISEM21A_333,x sib,HI79-325,x sib,14K,42,10,1,42
4622,LANGEBIO, ,AL/JL,HI79,UNISEM21A_154,x sib,HI79-150,x sib,14K,42,9,1,42
4623,LANGEBIO, ,AL/JL,HI73,UNISEM21A_576,x sib,HI73-186,x sib,14K,42,8,1,42
4624,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1022,x sib,HI93-022,x sib,14K,42,7,1,42
4625,LANGEBIO, ,AL/JL,HI73,UNISEM21A_627,x sib,HI73-230,x sib,14K,42,6,1,42
4626,LANGEBIO, ,AL/JL,HI73,UNISEM21A_583,x sib,HI73-191,x sib,14K,42,5,1,42
4627,LANGEBIO, ,AL/JL,HI73,UNISEM21A_419,x sib,HI73-037,x sib,14K,42,4,1,42
4628,LANGEBIO, ,AL/JL,HI79,UNISEM21A_35,x sib,HI79-032,x sib,14K,42,3,1,42
4629,LANGEBIO, ,AL/JL,HI79,UNISEM21A_242,x sib,HI79-235,x sib,14K,42,2,1,42
4630,LANGEBIO, ,AL/JL,HI79,UNISEM21A_80,x sib,HI79-077,x sib,14K,42,1,1,42
4631,LANGEBIO, ,AL/JL,HI73,UNISEM21A_503,x sib,HI73-119,x sib,14K,43,1,1,43
4632,LANGEBIO, ,AL/JL,HI79,UNISEM21A_381,x sib,HI79-372,x sib,14K,43,2,1,43
4633,LANGEBIO, ,AL/JL,HI93,UNISEM21A_863,x sib,HI93-222,x sib,14K,43,3,1,43
4634,LANGEBIO, ,AL/JL,HI79,UNISEM21A_213,x sib,HI79-209,x sib,14K,43,4,1,43
4635,LANGEBIO, ,AL/JL,HI93,UNISEM21A_896,x sib,HI93-252,x sib,14K,43,5,1,43
4636,LANGEBIO, ,AL/JL,HI73,UNISEM21A_394,x sib,HI73-012,x sib,14K,43,6,1,43
4637,LANGEBIO, ,AL/JL,HI79,UNISEM21A_252,x sib,HI79-244,x sib,14K,43,7,1,43
4638,LANGEBIO, ,AL/JL,HI93,UNISEM21A_875,x sib,HI93-234,x sib,14K,43,8,1,43
4639,LANGEBIO, ,AL/JL,HI73,UNISEM21A_556,x sib,HI73-169,x sib,14K,43,9,1,43
4640,LANGEBIO, ,AL/JL,HI73,UNISEM21A_416,x sib,HI73-034,x sib,14K,43,10,1,43
4641,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,43,11,1,43
4642,LANGEBIO, ,AL/JL,HI79,UNISEM21A_72,x sib,HI79-069,x sib,14K,43,12,1,43
4643,LANGEBIO, ,AL/JL,HI93,UNISEM21A_776,x sib,HI93-138,x sib,14K,43,13,1,43
4644,LANGEBIO, ,AL/JL,HI79,UNISEM21A_175,x sib,HI79-171,x sib,14K,43,14,1,43
4645,LANGEBIO, ,AL/JL,HI79,UNISEM21A_67,x sib,HI79-064,x sib,14K,43,15,1,43
4646,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,44,15,1,44
4647,LANGEBIO, ,AL/JL,HI79,UNISEM21A_51,x sib,HI79-048,x sib,14K,44,14,1,44
4648,LANGEBIO, ,AL/JL,HI73,UNISEM21A_507,x sib,HI73-123,x sib,14K,44,13,1,44
4649,LANGEBIO, ,AL/JL,HI93,UNISEM21A_715,x sib,HI93-077,x sib,14K,44,12,1,44
4650,LANGEBIO, ,AL/JL,HI79,UNISEM21A_372,x sib,HI79-363,x sib,14K,44,11,1,44
4651,LANGEBIO, ,AL/JL,HI73,UNISEM21A_541,x sib,HI73-154,x sib,14K,44,10,1,44
4652,LANGEBIO, ,AL/JL,HI93,UNISEM21A_959,x sib,HI93-315,x sib,14K,44,9,1,44
4653,LANGEBIO, ,AL/JL,HI79,UNISEM21A_112,x sib,HI79-109,x sib,14K,44,8,1,44
4654,LANGEBIO, ,AL/JL,HI93,UNISEM21A_785,x sib,HI93-147,x sib,14K,44,7,1,44
4655,LANGEBIO, ,AL/JL,HI73,UNISEM21A_586,x sib,HI73-194,x sib,14K,44,6,1,44
4656,LANGEBIO, ,AL/JL,HI93,UNISEM21A_819,x sib,HI93-178,x sib,14K,44,5,1,44
4657,LANGEBIO, ,AL/JL,HI79,UNISEM21A_158,x sib,HI79-154,x sib,14K,44,4,1,44
4658,LANGEBIO, ,AL/JL,HI73,UNISEM21A_582,x sib,HI73-190,x sib,14K,44,3,1,44
4659,LANGEBIO, ,AL/JL,HI79,UNISEM21A_315,x sib,HI79-307,x sib,14K,44,2,1,44
4660,LANGEBIO, ,AL/JL,HI79,UNISEM21A_156,x sib,HI79-152,x sib,14K,44,1,1,44
4661,LANGEBIO, ,AL/JL,HI79,UNISEM21A_120,x sib,HI79-117,x sib,14K,45,1,1,45
4662,LANGEBIO, ,AL/JL,HI79,UNISEM21A_198,x sib,HI79-194,x sib,14K,45,2,1,45
4663,LANGEBIO, ,AL/JL,HI79,UNISEM21A_54,x sib,HI79-051,x sib,14K,45,3,1,45
4664,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,45,4,1,45
4665,LANGEBIO, ,AL/JL,HI73,UNISEM21A_439,x sib,HI73-057,x sib,14K,45,5,1,45
4666,LANGEBIO, ,AL/JL,HI73,UNISEM21A_415,x sib,HI73-033,x sib,14K,45,6,1,45
4667,LANGEBIO, ,AL/JL,HI79,UNISEM21A_251,x sib,HI79-243,x sib,14K,45,7,1,45
4668,LANGEBIO, ,AL/JL,HI79,UNISEM21A_258,x sib,HI79-250,x sib,14K,45,8,1,45
4669,LANGEBIO, ,AL/JL,HI73,UNISEM21A_557,x sib,HI73-170,x sib,14K,45,9,1,45
4670,LANGEBIO, ,AL/JL,HI93,UNISEM21A_766,x sib,HI93-128,x sib,14K,45,10,1,45
4671,LANGEBIO, ,AL/JL,HI93,UNISEM21A_760,x sib,HI93-122,x sib,14K,45,11,1,45
4672,LANGEBIO, ,AL/JL,HI93,UNISEM21A_869,x sib,HI93-228,x sib,14K,45,12,1,45
4673,LANGEBIO, ,AL/JL,HI79,UNISEM21A_307,x sib,HI79-299,x sib,14K,45,13,1,45
4674,LANGEBIO, ,AL/JL,HI93,UNISEM21A_887,x sib,HI93-245,x sib,14K,45,14,1,45
4675,LANGEBIO, ,AL/JL,HI73,UNISEM21A_498,x sib,HI73-115,x sib,14K,45,15,1,45
4676,LANGEBIO, ,AL/JL,HI73,UNISEM21A_429,x sib,HI73-047,x sib,14K,46,15,1,46
4677,LANGEBIO, ,AL/JL,HI79,UNISEM21A_147,x sib,HI79-143,x sib,14K,46,14,1,46
4678,LANGEBIO, ,AL/JL,HI93,UNISEM21A_725,x sib,HI93-087,x sib,14K,46,13,1,46
4679,LANGEBIO, ,AL/JL,HI79,UNISEM21A_234,x sib,HI79-227,x sib,14K,46,12,1,46
4680,LANGEBIO, ,AL/JL,HI79,UNISEM21A_151,x sib,HI79-147,x sib,14K,46,11,1,46
4681,LANGEBIO, ,AL/JL,HI73,UNISEM21A_526,x sib,HI73-140,x sib,14K,46,10,1,46
4682,LANGEBIO, ,AL/JL,HI73,UNISEM21A_465,x sib,HI73-083,x sib,14K,46,9,1,46
4683,LANGEBIO, ,AL/JL,HI93,UNISEM21A_808,x sib,HI93-167,x sib,14K,46,8,1,46
4684,LANGEBIO, ,AL/JL,HI73,UNISEM21A_631,x sib,HI73-234,x sib,14K,46,7,1,46
4685,LANGEBIO, ,AL/JL,HI93,UNISEM21A_686,x sib,HI93-049,x sib,14K,46,6,1,46
4686,LANGEBIO, ,AL/JL,HI79,UNISEM21A_98,x sib,HI79-095,x sib,14K,46,5,1,46
4687,LANGEBIO, ,AL/JL,HI79,UNISEM21A_361,x sib,HI79-352,x sib,14K,46,4,1,46
4688,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,46,3,1,46
4689,LANGEBIO, ,AL/JL,HI93,UNISEM21A_845,x sib,HI93-204,x sib,14K,46,2,1,46
4690,LANGEBIO, ,AL/JL,HI79,UNISEM21A_31,x sib,HI79-028,x sib,14K,46,1,1,46
4691,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,47,1,1,47
4692,LANGEBIO, ,AL/JL,HI79,UNISEM21A_14,x sib,HI79-012,x sib,14K,47,2,1,47
4693,LANGEBIO, ,AL/JL,HI79,UNISEM21A_248,x sib,HI79-241,x sib,14K,47,3,1,47
4694,LANGEBIO, ,AL/JL,HI73,UNISEM21A_426,x sib,HI73-044,x sib,14K,47,4,1,47
4695,LANGEBIO, ,AL/JL,HI93,UNISEM21A_902,x sib,HI93-258,x sib,14K,47,5,1,47
4696,LANGEBIO, ,AL/JL,HI73,UNISEM21A_668,x sib,HI73-270,x sib,14K,47,6,1,47
4697,LANGEBIO, ,AL/JL,HI79,UNISEM21A_48,x sib,HI79-045,x sib,14K,47,7,1,47
4698,LANGEBIO, ,AL/JL,HI93,UNISEM21A_693,x sib,HI93-056,x sib,14K,47,8,1,47
4699,LANGEBIO, ,AL/JL,HI93,UNISEM21A_745,x sib,HI93-107,x sib,14K,47,9,1,47
4700,LANGEBIO, ,AL/JL,HI93,UNISEM21A_804,x sib,HI93-163,x sib,14K,47,10,1,47
4701,LANGEBIO, ,AL/JL,HI73,UNISEM21A_472,x sib,HI73-090,x sib,14K,47,11,1,47
4702,LANGEBIO, ,AL/JL,HI79,UNISEM21A_41,x sib,HI79-038,x sib,14K,47,12,1,47
4703,LANGEBIO, ,AL/JL,HI73,UNISEM21A_384,x sib,HI73-002,x sib,14K,47,13,1,47
4704,LANGEBIO, ,AL/JL,HI79,UNISEM21A_261,x sib,HI79-253,x sib,14K,47,14,1,47
4705,LANGEBIO, ,AL/JL,HI79,UNISEM21A_83,x sib,HI79-080,x sib,14K,47,15,1,47
4706,LANGEBIO, ,AL/JL,HI79,UNISEM21A_99,x sib,HI79-096,x sib,14K,48,15,1,48
4707,LANGEBIO, ,AL/JL,HI79,UNISEM21A_230,x sib,HI79-223,x sib,14K,48,14,1,48
4708,LANGEBIO, ,AL/JL,HI79,UNISEM21A_238,x sib,HI79-231,x sib,14K,48,13,1,48
4709,LANGEBIO, ,AL/JL,HI79,UNISEM21A_301,x sib,HI79-293,x sib,14K,48,12,1,48
4710,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1005,x sib,HI93-006,x sib,14K,48,11,1,48
4711,LANGEBIO, ,AL/JL,HI73,UNISEM21A_452,x sib,HI73-070,x sib,14K,48,10,1,48
4712,LANGEBIO, ,AL/JL,HI93,UNISEM21A_711,x sib,HI93-074,x sib,14K,48,9,1,48
4713,LANGEBIO, ,AL/JL,HI93,UNISEM21A_923,x sib,HI93-279,x sib,14K,48,8,1,48
4714,LANGEBIO, ,AL/JL,HI79,UNISEM21A_44,x sib,HI79-041,x sib,14K,48,7,1,48
4715,LANGEBIO, ,AL/JL,HI73,UNISEM21A_414,x sib,HI73-032,x sib,14K,48,6,1,48
4716,LANGEBIO, ,AL/JL,HI93,UNISEM21A_810,x sib,HI93-169,x sib,14K,48,5,1,48
4717,LANGEBIO, ,AL/JL,HI79,UNISEM21A_302,x sib,HI79-294,x sib,14K,48,4,1,48
4718,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,48,3,1,48
4719,LANGEBIO, ,AL/JL,HI73,UNISEM21A_604,x sib,HI73-211,x sib,14K,48,2,1,48
4720,LANGEBIO, ,AL/JL,HI73,UNISEM21A_395,x sib,HI73-013,x sib,14K,48,1,1,48
4721,LANGEBIO, ,AL/JL,HI93,UNISEM21A_973,x sib,HI93-328,x sib,14K,49,1,1,49
4722,LANGEBIO, ,AL/JL,HI73,UNISEM21A_524,x sib,HI73-138,x sib,14K,49,2,1,49
4723,LANGEBIO, ,AL/JL,HI79,UNISEM21A_193,x sib,HI79-189,x sib,14K,49,3,1,49
4724,LANGEBIO, ,AL/JL,HI79,UNISEM21A_233,x sib,HI79-226,x sib,14K,49,4,1,49
4725,LANGEBIO, ,AL/JL,HI93,UNISEM21A_839,x sib,HI93-198,x sib,14K,49,5,1,49
4726,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,49,6,1,49
4727,LANGEBIO, ,AL/JL,HI79,UNISEM21A_22,x sib,HI79-020,x sib,14K,49,7,1,49
4728,LANGEBIO, ,AL/JL,HI79,UNISEM21A_129,x sib,HI79-126,x sib,14K,49,8,1,49
4729,LANGEBIO, ,AL/JL,HI93,UNISEM21A_789,x sib,HI93-151,x sib,14K,49,9,1,49
4730,LANGEBIO, ,AL/JL,HI79,UNISEM21A_75,x sib,HI79-072,x sib,14K,49,10,1,49
4731,LANGEBIO, ,AL/JL,HI79,UNISEM21A_38,x sib,HI79-035,x sib,14K,49,11,1,49
4732,LANGEBIO, ,AL/JL,HI93,UNISEM21A_956,x sib,HI93-312,x sib,14K,49,12,1,49
4733,LANGEBIO, ,AL/JL,HI73,UNISEM21A_450,x sib,HI73-068,x sib,14K,49,13,1,49
4734,LANGEBIO, ,AL/JL,HI73,UNISEM21A_637,x sib,HI73-240,x sib,14K,49,14,1,49
4735,LANGEBIO, ,AL/JL,HI73,UNISEM21A_397,x sib,HI73-015,x sib,14K,49,15,1,49
4736,LANGEBIO, ,AL/JL,HI79,UNISEM21A_141,x sib,HI79-137,x sib,14K,50,15,1,50
4737,LANGEBIO, ,AL/JL,HI93,UNISEM21A_824,x sib,HI93-183,x sib,14K,50,14,1,50
4738,LANGEBIO, ,AL/JL,HI73,UNISEM21A_640,x sib,HI73-243,x sib,14K,50,13,1,50
4739,LANGEBIO, ,AL/JL,HI79,UNISEM21A_92,x sib,HI79-089,x sib,14K,50,12,1,50
4740,LANGEBIO, ,AL/JL,HI79,UNISEM21A_332,x sib,HI79-324,x sib,14K,50,11,1,50
4741,LANGEBIO, ,AL/JL,HI79,UNISEM21A_195,x sib,HI79-191,x sib,14K,50,10,1,50
4742,LANGEBIO, ,AL/JL,HI73,UNISEM21A_605,x sib,HI73-212,x sib,14K,50,9,1,50
4743,LANGEBIO, ,AL/JL,HI73,UNISEM21A_418,x sib,HI73-036,x sib,14K,50,8,1,50
4744,LANGEBIO, ,AL/JL,HI79,UNISEM21A_185,x sib,HI79-181,x sib,14K,50,7,1,50
4745,LANGEBIO, ,AL/JL,HI93,UNISEM21A_739,x sib,HI93-101,x sib,14K,50,6,1,50
4746,LANGEBIO, ,AL/JL,HI73,UNISEM21A_504,x sib,HI73-120,x sib,14K,50,5,1,50
4747,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,50,4,1,50
4748,LANGEBIO, ,AL/JL,HI93,UNISEM21A_876,x sib,HI93-235,x sib,14K,50,3,1,50
4749,LANGEBIO, ,AL/JL,HI79,UNISEM21A_199,x sib,HI79-195,x sib,14K,50,2,1,50
4750,LANGEBIO, ,AL/JL,HI93,UNISEM21A_814,x sib,HI93-173,x sib,14K,50,1,1,50
4751,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,51,1,1,51
4752,LANGEBIO, ,AL/JL,HI79,UNISEM21A_336,x sib,HI79-328,x sib,14K,51,2,1,51
4753,LANGEBIO, ,AL/JL,HI93,UNISEM21A_927,x sib,HI93-283,x sib,14K,51,3,1,51
4754,LANGEBIO, ,AL/JL,HI79,UNISEM21A_170,x sib,HI79-166,x sib,14K,51,4,1,51
4755,LANGEBIO, ,AL/JL,HI73,UNISEM21A_482,x sib,HI73-099,x sib,14K,51,5,1,51
4756,LANGEBIO, ,AL/JL,HI93,UNISEM21A_691,x sib,HI93-054,x sib,14K,51,6,1,51
4757,LANGEBIO, ,AL/JL,HI93,UNISEM21A_894,x sib,HI93-250,x sib,14K,51,7,1,51
4758,LANGEBIO, ,AL/JL,HI79,UNISEM21A_127,x sib,HI79-124,x sib,14K,51,8,1,51
4759,LANGEBIO, ,AL/JL,HI73,UNISEM21A_485,x sib,HI73-102,x sib,14K,51,9,1,51
4760,LANGEBIO, ,AL/JL,HI79,UNISEM21A_309,x sib,HI79-301,x sib,14K,51,10,1,51
4761,LANGEBIO, ,AL/JL,HI79,UNISEM21A_136,x sib,HI79-133,x sib,14K,51,11,1,51
4762,LANGEBIO, ,AL/JL,HI93,UNISEM21A_749,x sib,HI93-111,x sib,14K,51,12,1,51
4763,LANGEBIO, ,AL/JL,HI73,UNISEM21A_614,x sib,HI73-218,x sib,14K,51,13,1,51
4764,LANGEBIO, ,AL/JL,HI79,UNISEM21A_101,x sib,HI79-098,x sib,14K,51,14,1,51
4765,LANGEBIO, ,AL/JL,HI79,UNISEM21A_30,x sib,HI79-027,x sib,14K,51,15,1,51
4766,LANGEBIO, ,AL/JL,HI73,UNISEM21A_596,x sib,HI73-203,x sib,14K,52,15,1,52
4767,LANGEBIO, ,AL/JL,HI73,UNISEM21A_473,x sib,HI73-091,x sib,14K,52,14,1,52
4768,LANGEBIO, ,AL/JL,HI79,UNISEM21A_113,x sib,HI79-110,x sib,14K,52,13,1,52
4769,LANGEBIO, ,AL/JL,HI73,UNISEM21A_481,x sib,HI73-098,x sib,14K,52,12,1,52
4770,LANGEBIO, ,AL/JL,HI79,UNISEM21A_287,x sib,HI79-279,x sib,14K,52,11,1,52
4771,LANGEBIO, ,AL/JL,HI79,UNISEM21A_294,x sib,HI79-286,x sib,14K,52,10,1,52
4772,LANGEBIO, ,AL/JL,HI93,UNISEM21A_681,x sib,HI93-044,x sib,14K,52,9,1,52
4773,LANGEBIO, ,AL/JL,HI93,UNISEM21A_825,x sib,HI93-184,x sib,14K,52,8,1,52
4774,LANGEBIO, ,AL/JL,HI79,UNISEM21A_340,x sib,HI79-332,x sib,14K,52,7,1,52
4775,LANGEBIO, ,AL/JL,HI79,UNISEM21A_351,x sib,HI79-342,x sib,14K,52,6,1,52
4776,LANGEBIO, ,AL/JL,HI79,UNISEM21A_65,x sib,HI79-062,x sib,14K,52,5,1,52
4777,LANGEBIO, ,AL/JL,HI93,UNISEM21A_796,x sib,HI93-157,x sib,14K,52,4,1,52
4778,LANGEBIO, ,AL/JL,HI73,UNISEM21A_566,x sib,HI73-177,x sib,14K,52,3,1,52
4779,LANGEBIO, ,AL/JL,HI79,UNISEM21A_26,x sib,HI79-023,x sib,14K,52,2,1,52
4780,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,52,1,1,52
4783,LANGEBIO, ,AL/JL,HI73,UNISEM21A_471,x sib,HI73-089,x sib,14K,53,1,1,53
4784,LANGEBIO, ,AL/JL,HI79,UNISEM21A_176,x sib,HI79-172,x sib,14K,53,2,1,53
4785,LANGEBIO, ,AL/JL,HI79,UNISEM21A_235,x sib,HI79-228,x sib,14K,53,3,1,53
4786,LANGEBIO, ,AL/JL,HI93,UNISEM21A_707,x sib,HI93-070,x sib,14K,53,4,1,53
4787,LANGEBIO, ,AL/JL,HI79,UNISEM21A_60,x sib,HI79-057,x sib,14K,53,5,1,53
4788,LANGEBIO, ,AL/JL,HI73,UNISEM21A_527,x sib,HI73-141,x sib,14K,53,6,1,53
4789,LANGEBIO, ,AL/JL,HI79,UNISEM21A_253,x sib,HI79-245,x sib,14K,53,7,1,53
4790,LANGEBIO, ,AL/JL,HI79,UNISEM21A_167,x sib,HI79-163,x sib,14K,53,8,1,53
4791,LANGEBIO, ,AL/JL,HI93,UNISEM21A_848,x sib,HI93-207,x sib,14K,53,9,1,53
4792,LANGEBIO, ,AL/JL,HI93,UNISEM21A_846,x sib,HI93-205,x sib,14K,53,10,1,53
4793,LANGEBIO, ,AL/JL,HI93,UNISEM21A_826,x sib,HI93-185,x sib,14K,53,11,1,53
4794,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,53,12,1,53
4795,LANGEBIO, ,AL/JL,HI73,UNISEM21A_533,x sib,HI73-147,x sib,14K,53,13,1,53
4796,LANGEBIO, ,AL/JL,HI79,UNISEM21A_116,x sib,HI79-113,x sib,14K,54,1,2,1
4797,LANGEBIO, ,AL/JL,HI93,UNISEM21A_964,x sib,HI93-320,x sib,14K,54,2,2,1
4798,LANGEBIO, ,AL/JL,HI93,UNISEM21A_896,x sib,HI93-252,x sib,14K,54,3,2,1
4799,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,54,4,2,1
4800,LANGEBIO, ,AL/JL,HI73,UNISEM21A_560,x sib,HI73-173,x sib,14K,54,5,2,1
4801,LANGEBIO, ,AL/JL,HI79,UNISEM21A_292,x sib,HI79-284,x sib,14K,54,6,2,1
4802,LANGEBIO, ,AL/JL,HI93,UNISEM21A_879,x sib,HI93-238,x sib,14K,54,7,2,1
4803,LANGEBIO, ,AL/JL,HI79,UNISEM21A_333,x sib,HI79-325,x sib,14K,54,8,2,1
4804,LANGEBIO, ,AL/JL,HI79,UNISEM21A_258,x sib,HI79-250,x sib,14K,54,9,2,1
4805,LANGEBIO, ,AL/JL,HI79,UNISEM21A_94,x sib,HI79-091,x sib,14K,54,10,2,1
4806,LANGEBIO, ,AL/JL,HI79,UNISEM21A_360,x sib,HI79-351,x sib,14K,54,11,2,1
4807,LANGEBIO, ,AL/JL,HI73,UNISEM21A_475,x sib,HI73-093,x sib,14K,54,12,2,1
4808,LANGEBIO, ,AL/JL,HI73,UNISEM21A_656,x sib,HI73-259,x sib,14K,54,13,2,1
4809,LANGEBIO, ,AL/JL,HI93,UNISEM21A_840,x sib,HI93-199,x sib,14K,54,14,2,1
4810,LANGEBIO, ,AL/JL,HI79,UNISEM21A_279,x sib,HI79-271,x sib,14K,54,15,2,1
4811,LANGEBIO, ,AL/JL,HI79,UNISEM21A_207,x sib,HI79-203,x sib,14K,55,15,2,2
4812,LANGEBIO, ,AL/JL,HI79,UNISEM21A_120,x sib,HI79-117,x sib,14K,55,14,2,2
4813,LANGEBIO, ,AL/JL,HI73,UNISEM21A_625,x sib,HI73-228,x sib,14K,55,13,2,2
4814,LANGEBIO, ,AL/JL,HI73,UNISEM21A_587,x sib,HI73-195,x sib,14K,55,12,2,2
4815,LANGEBIO, ,AL/JL,HI93,UNISEM21A_849,x sib,HI93-208,x sib,14K,55,11,2,2
4816,LANGEBIO, ,AL/JL,HI73,UNISEM21A_505,x sib,HI73-121,x sib,14K,55,10,2,2
4817,LANGEBIO, ,AL/JL,HI79,UNISEM21A_28,x sib,HI79-025,x sib,14K,55,9,2,2
4818,LANGEBIO, ,AL/JL,HI93,UNISEM21A_915,x sib,HI93-271,x sib,14K,55,8,2,2
4819,LANGEBIO, ,AL/JL,HI93,UNISEM21A_856,x sib,HI93-215,x sib,14K,55,7,2,2
4820,LANGEBIO, ,AL/JL,HI79,UNISEM21A_259,x sib,HI79-251,x sib,14K,55,6,2,2
4821,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,55,5,2,2
4822,LANGEBIO, ,AL/JL,HI73,UNISEM21A_634,x sib,HI73-237,x sib,14K,55,4,2,2
4823,LANGEBIO, ,AL/JL,HI79,UNISEM21A_269,x sib,HI79-261,x sib,14K,55,3,2,2
4824,LANGEBIO, ,AL/JL,HI79,UNISEM21A_273,x sib,HI79-265,x sib,14K,55,2,2,2
4825,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1016,x sib,HI93-017,x sib,14K,55,1,2,2
4826,LANGEBIO, ,AL/JL,HI79,UNISEM21A_110,x sib,HI79-107,x sib,14K,56,1,2,3
4827,LANGEBIO, ,AL/JL,HI79,UNISEM21A_320,x sib,HI79-312,x sib,14K,56,2,2,3
4828,LANGEBIO, ,AL/JL,HI73,UNISEM21A_465,x sib,HI73-083,x sib,14K,56,3,2,3
4829,LANGEBIO, ,AL/JL,HI73,UNISEM21A_435,x sib,HI73-053,x sib,14K,56,4,2,3
4830,LANGEBIO, ,AL/JL,HI93,UNISEM21A_693,x sib,HI93-056,x sib,14K,56,5,2,3
4831,LANGEBIO, ,AL/JL,HI93,UNISEM21A_699,x sib,HI93-062,x sib,14K,56,6,2,3
4832,LANGEBIO, ,AL/JL,HI79,UNISEM21A_59,x sib,HI79-056,x sib,14K,56,7,2,3
4833,LANGEBIO, ,AL/JL,HI93,UNISEM21A_981,x sib,HI93-336,x sib,14K,56,8,2,3
4834,LANGEBIO, ,AL/JL,HI79,UNISEM21A_129,x sib,HI79-126,x sib,14K,56,9,2,3
4835,LANGEBIO, ,AL/JL,HI73,UNISEM21A_498,x sib,HI73-115,x sib,14K,56,10,2,3
4836,LANGEBIO, ,AL/JL,HI79,UNISEM21A_313,x sib,HI79-305,x sib,14K,56,11,2,3
4837,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,56,12,2,3
4838,LANGEBIO, ,AL/JL,HI79,UNISEM21A_7,x sib,HI79-007,x sib,14K,56,13,2,3
4839,LANGEBIO, ,AL/JL,HI73,UNISEM21A_488,x sib,HI73-105,x sib,14K,56,14,2,3
4840,LANGEBIO, ,AL/JL,HI93,UNISEM21A_894,x sib,HI93-250,x sib,14K,56,15,2,3
4841,LANGEBIO, ,AL/JL,HI79,UNISEM21A_8,x sib,HI79-008,x sib,14K,57,15,2,4
4842,LANGEBIO, ,AL/JL,HI79,UNISEM21A_250,x sib,HI79-242,x sib,14K,57,14,2,4
4843,LANGEBIO, ,AL/JL,HI73,UNISEM21A_604,x sib,HI73-211,x sib,14K,57,13,2,4
4844,LANGEBIO, ,AL/JL,HI79,UNISEM21A_231,x sib,HI79-224,x sib,14K,57,12,2,4
4845,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,57,11,2,4
4846,LANGEBIO, ,AL/JL,HI73,UNISEM21A_552,x sib,HI73-165,x sib,14K,57,10,2,4
4847,LANGEBIO, ,AL/JL,HI93,UNISEM21A_746,x sib,HI93-108,x sib,14K,57,9,2,4
4848,LANGEBIO, ,AL/JL,HI79,UNISEM21A_232,x sib,HI79-225,x sib,14K,57,8,2,4
4849,LANGEBIO, ,AL/JL,HI73,UNISEM21A_415,x sib,HI73-033,x sib,14K,57,7,2,4
