CML23-,Origin (Package),Packed?,Who/What,Description,Female parent,Male parent,Female genotype,Male genotype,Number/Selection,row_design,column_design,rep,block
5091,LANGEBIO, ,AL/JL,HI73,UNISEM21A_585,x sib,HI73-193,x sib,14K,73,5,2,20
5092,LANGEBIO, ,AL/JL,HI93,UNISEM21A_720,x sib,HI93-082,x sib,14K,73,4,2,20
5093,LANGEBIO, ,AL/JL,HI79,UNISEM21A_17,x sib,HI79-015,x sib,14K,73,3,2,20
5094,LANGEBIO, ,AL/JL,HI79,UNISEM21A_63,x sib,HI79-060,x sib,14K,73,2,2,20
5095,LANGEBIO, ,AL/JL,HI79,UNISEM21A_41,x sib,HI79-038,x sib,14K,73,1,2,20
5096,LANGEBIO, ,AL/JL,HI79,UNISEM21A_127,x sib,HI79-124,x sib,14K,74,1,2,21
5097,LANGEBIO, ,AL/JL,HI73,UNISEM21A_495,x sib,HI73-112,x sib,14K,74,2,2,21
5098,LANGEBIO, ,AL/JL,HI73,UNISEM21A_613,x sib,HI73-217,x sib,14K,74,3,2,21
5099,LANGEBIO, ,AL/JL,HI79,UNISEM21A_185,x sib,HI79-181,x sib,14K,74,4,2,21
5100,LANGEBIO, ,AL/JL,HI93,UNISEM21A_758,x sib,HI93-120,x sib,14K,74,5,2,21
5101,LANGEBIO, ,AL/JL,HI93,UNISEM21A_688,x sib,HI93-051,x sib,14K,74,6,2,21
5102,LANGEBIO, ,AL/JL,HI93,UNISEM21A_996,x sib,HI93-350,x sib,14K,74,7,2,21
5103,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,74,8,2,21
5104,LANGEBIO, ,AL/JL,HI73,UNISEM21A_649,x sib,HI73-252,x sib,14K,74,9,2,21
5105,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1040,x sib,HI93-040,x sib,14K,74,10,2,21
5106,LANGEBIO, ,AL/JL,HI79,UNISEM21A_352,x sib,HI79-343,x sib,14K,74,11,2,21
5107,LANGEBIO, ,AL/JL,HI79,UNISEM21A_276,x sib,HI79-268,x sib,14K,74,12,2,21
5108,LANGEBIO, ,AL/JL,HI79,UNISEM21A_101,x sib,HI79-098,x sib,14K,74,13,2,21
5109,LANGEBIO, ,AL/JL,HI79,UNISEM21A_370,x sib,HI79-361,x sib,14K,74,14,2,21
5110,LANGEBIO, ,AL/JL,HI73,UNISEM21A_650,x sib,HI73-253,x sib,14K,74,15,2,21
5111,LANGEBIO, ,AL/JL,HI73,UNISEM21A_397,x sib,HI73-015,x sib,14K,75,15,2,22
5112,LANGEBIO, ,AL/JL,HI79,UNISEM21A_171,x sib,HI79-167,x sib,14K,75,14,2,22
5113,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,75,13,2,22
5114,LANGEBIO, ,AL/JL,HI79,UNISEM21A_15,x sib,HI79-013,x sib,14K,75,12,2,22
5115,LANGEBIO, ,AL/JL,HI93,UNISEM21A_951,x sib,HI93-307,x sib,14K,75,11,2,22
5116,LANGEBIO, ,AL/JL,HI79,UNISEM21A_182,x sib,HI79-178,x sib,14K,75,10,2,22
5117,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1015,x sib,HI93-016,x sib,14K,75,9,2,22
5118,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1028,x sib,HI93-028,x sib,14K,75,8,2,22
5119,LANGEBIO, ,AL/JL,HI79,UNISEM21A_121,x sib,HI79-118,x sib,14K,75,7,2,22
5120,LANGEBIO, ,AL/JL,HI79,UNISEM21A_164,x sib,HI79-160,x sib,14K,75,6,2,22
5121,LANGEBIO, ,AL/JL,HI93,UNISEM21A_839,x sib,HI93-198,x sib,14K,75,5,2,22
5122,LANGEBIO, ,AL/JL,HI73,UNISEM21A_403,x sib,HI73-021,x sib,14K,75,4,2,22
5123,LANGEBIO, ,AL/JL,HI79,UNISEM21A_265,x sib,HI79-257,x sib,14K,75,3,2,22
5124,LANGEBIO, ,AL/JL,HI73,UNISEM21A_623,x sib,HI73-226,x sib,14K,75,2,2,22
5125,LANGEBIO, ,AL/JL,HI73,UNISEM21A_566,x sib,HI73-177,x sib,14K,75,1,2,22
5126,LANGEBIO, ,AL/JL,HI73,UNISEM21A_479,x sib,HI73-096,x sib,14K,76,1,2,23
5127,LANGEBIO, ,AL/JL,HI79,UNISEM21A_241,x sib,HI79-234,x sib,14K,76,2,2,23
5128,LANGEBIO, ,AL/JL,HI93,UNISEM21A_928,x sib,HI93-284,x sib,14K,76,3,2,23
5129,LANGEBIO, ,AL/JL,HI79,UNISEM21A_70,x sib,HI79-067,x sib,14K,76,4,2,23
5130,LANGEBIO, ,AL/JL,HI79,UNISEM21A_371,x sib,HI79-362,x sib,14K,76,5,2,23
5131,LANGEBIO, ,AL/JL,HI73,UNISEM21A_401,x sib,HI73-019,x sib,14K,76,6,2,23
5132,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1033,x sib,HI93-033,x sib,14K,76,7,2,23
5133,LANGEBIO, ,AL/JL,HI93,UNISEM21A_794,x sib,HI93-155,x sib,14K,76,8,2,23
5134,LANGEBIO, ,AL/JL,HI79,UNISEM21A_146,x sib,HI79-142,x sib,14K,76,9,2,23
5135,LANGEBIO, ,AL/JL,HI73,UNISEM21A_402,x sib,HI73-020,x sib,14K,76,10,2,23
5136,LANGEBIO, ,AL/JL,HI79,UNISEM21A_281,x sib,HI79-273,x sib,14K,76,11,2,23
5137,LANGEBIO, ,AL/JL,HI93,UNISEM21A_870,x sib,HI93-229,x sib,14K,76,12,2,23
5138,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,76,13,2,23
5139,LANGEBIO, ,AL/JL,HI73,UNISEM21A_629,x sib,HI73-232,x sib,14K,76,14,2,23
5140,LANGEBIO, ,AL/JL,HI79,UNISEM21A_340,x sib,HI79-332,x sib,14K,76,15,2,23
5141,LANGEBIO, ,AL/JL,HI93,UNISEM21A_754,x sib,HI93-116,x sib,14K,77,15,2,24
5142,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,77,14,2,24
5143,LANGEBIO, ,AL/JL,HI79,UNISEM21A_304,x sib,HI79-296,x sib,14K,77,13,2,24
5144,LANGEBIO, ,AL/JL,HI79,UNISEM21A_280,x sib,HI79-272,x sib,14K,77,12,2,24
5145,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1007,x sib,HI93-008,x sib,14K,77,11,2,24
5146,LANGEBIO, ,AL/JL,HI79,UNISEM21A_331,x sib,HI79-323,x sib,14K,77,10,2,24
5147,LANGEBIO, ,AL/JL,HI79,UNISEM21A_114,x sib,HI79-111,x sib,14K,77,9,2,24
5148,LANGEBIO, ,AL/JL,HI73,UNISEM21A_489,x sib,HI73-106,x sib,14K,77,8,2,24
5149,LANGEBIO, ,AL/JL,HI73,UNISEM21A_637,x sib,HI73-240,x sib,14K,77,7,2,24
5150,LANGEBIO, ,AL/JL,HI73,UNISEM21A_429,x sib,HI73-047,x sib,14K,77,6,2,24
5151,LANGEBIO, ,AL/JL,HI93,UNISEM21A_730,x sib,HI93-092,x sib,14K,77,5,2,24
5152,LANGEBIO, ,AL/JL,HI79,UNISEM21A_339,x sib,HI79-331,x sib,14K,77,4,2,24
5153,LANGEBIO, ,AL/JL,HI79,UNISEM21A_141,x sib,HI79-137,x sib,14K,77,3,2,24
5154,LANGEBIO, ,AL/JL,HI73,UNISEM21A_482,x sib,HI73-099,x sib,14K,77,2,2,24
5155,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1000,x sib,HI93-001,x sib,14K,77,1,2,24
5156,LANGEBIO, ,AL/JL,HI73,UNISEM21A_544,x sib,HI73-157,x sib,14K,78,1,2,25
5157,LANGEBIO, ,AL/JL,HI93,UNISEM21A_875,x sib,HI93-234,x sib,14K,78,2,2,25
5158,LANGEBIO, ,AL/JL,HI79,UNISEM21A_235,x sib,HI79-228,x sib,14K,78,3,2,25
5159,LANGEBIO, ,AL/JL,HI73,UNISEM21A_387,x sib,HI73-005,x sib,14K,78,4,2,25
5160,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,78,5,2,25
5161,LANGEBIO, ,AL/JL,HI73,UNISEM21A_464,x sib,HI73-082,x sib,14K,78,6,2,25
5162,LANGEBIO, ,AL/JL,HI79,UNISEM21A_30,x sib,HI79-027,x sib,14K,78,7,2,25
5163,LANGEBIO, ,AL/JL,HI79,UNISEM21A_288,x sib,HI79-280,x sib,14K,78,8,2,25
5164,LANGEBIO, ,AL/JL,HI93,UNISEM21A_971,x sib,HI93-326,x sib,14K,78,9,2,25
5165,LANGEBIO, ,AL/JL,HI93,UNISEM21A_826,x sib,HI93-185,x sib,14K,78,10,2,25
5166,LANGEBIO, ,AL/JL,HI79,UNISEM21A_92,x sib,HI79-089,x sib,14K,78,11,2,25
5167,LANGEBIO, ,AL/JL,HI73,UNISEM21A_422,x sib,HI73-040,x sib,14K,78,12,2,25
5168,LANGEBIO, ,AL/JL,HI79,UNISEM21A_51,x sib,HI79-048,x sib,14K,78,13,2,25
5169,LANGEBIO, ,AL/JL,HI79,UNISEM21A_337,x sib,HI79-329,x sib,14K,78,14,2,25
5170,LANGEBIO, ,AL/JL,HI79,UNISEM21A_301,x sib,HI79-293,x sib,14K,78,15,2,25
5171,LANGEBIO, ,AL/JL,HI73,UNISEM21A_473,x sib,HI73-091,x sib,14K,79,15,2,26
5172,LANGEBIO, ,AL/JL,HI79,UNISEM21A_252,x sib,HI79-244,x sib,14K,79,14,2,26
5173,LANGEBIO, ,AL/JL,HI79,UNISEM21A_50,x sib,HI79-047,x sib,14K,79,13,2,26
5174,LANGEBIO, ,AL/JL,HI79,UNISEM21A_126,x sib,HI79-123,x sib,14K,79,12,2,26
5175,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,79,11,2,26
5176,LANGEBIO, ,AL/JL,HI73,UNISEM21A_589,x sib,HI73-197,x sib,14K,79,10,2,26
5177,LANGEBIO, ,AL/JL,HI79,UNISEM21A_72,x sib,HI79-069,x sib,14K,79,9,2,26
5178,LANGEBIO, ,AL/JL,HI93,UNISEM21A_716,x sib,HI93-078,x sib,14K,79,8,2,26
5179,LANGEBIO, ,AL/JL,HI79,UNISEM21A_89,x sib,HI79-086,x sib,14K,79,7,2,26
5180,LANGEBIO, ,AL/JL,HI93,UNISEM21A_749,x sib,HI93-111,x sib,14K,79,6,2,26
5181,LANGEBIO, ,AL/JL,HI79,UNISEM21A_46,x sib,HI79-043,x sib,14K,79,5,2,26
5182,LANGEBIO, ,AL/JL,HI93,UNISEM21A_824,x sib,HI93-183,x sib,14K,79,4,2,26
5183,LANGEBIO, ,AL/JL,HI93,UNISEM21A_868,x sib,HI93-227,x sib,14K,79,3,2,26
5184,LANGEBIO, ,AL/JL,HI73,UNISEM21A_636,x sib,HI73-239,x sib,14K,79,2,2,26
5185,LANGEBIO, ,AL/JL,HI73,UNISEM21A_513,x sib,HI73-128,x sib,14K,79,1,2,26
5186,LANGEBIO, ,AL/JL,HI73,UNISEM21A_666,x sib,HI73-268,x sib,14K,80,1,2,27
5187,LANGEBIO, ,AL/JL,HI79,UNISEM21A_160,x sib,HI79-156,x sib,14K,80,2,2,27
5188,LANGEBIO, ,AL/JL,HI79,UNISEM21A_289,x sib,HI79-281,x sib,14K,80,3,2,27
5189,LANGEBIO, ,AL/JL,HI93,UNISEM21A_764,x sib,HI93-126,x sib,14K,80,4,2,27
5190,LANGEBIO, ,AL/JL,HI73,UNISEM21A_616,x sib,HI73-220,x sib,14K,80,5,2,27
5191,LANGEBIO, ,AL/JL,HI79,UNISEM21A_264,x sib,HI79-256,x sib,14K,80,6,2,27
5192,LANGEBIO, ,AL/JL,HI79,UNISEM21A_187,x sib,HI79-183,x sib,14K,80,7,2,27
5193,LANGEBIO, ,AL/JL,HI73,UNISEM21A_554,x sib,HI73-167,x sib,14K,80,8,2,27
5194,LANGEBIO, ,AL/JL,HI73,UNISEM21A_676,x sib,HI73-276,x sib,14K,80,9,2,27
5195,LANGEBIO, ,AL/JL,HI79,UNISEM21A_211,x sib,HI79-207,x sib,14K,80,10,2,27
5196,LANGEBIO, ,AL/JL,HI79,UNISEM21A_100,x sib,HI79-097,x sib,14K,80,11,2,27
5197,LANGEBIO, ,AL/JL,HI93,UNISEM21A_892,x sib,HI93-249,x sib,14K,80,12,2,27
5198,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,80,13,2,27
5199,LANGEBIO, ,AL/JL,HI93,UNISEM21A_819,x sib,HI93-178,x sib,14K,80,14,2,27
5200,LANGEBIO, ,AL/JL,HI93,UNISEM21A_833,x sib,HI93-192,x sib,14K,80,15,2,27
5201,LANGEBIO, ,AL/JL,HI73,UNISEM21A_549,x sib,HI73-162,x sib,14K,81,15,2,28
5202,LANGEBIO, ,AL/JL,HI93,UNISEM21A_796,x sib,HI93-157,x sib,14K,81,14,2,28
5203,LANGEBIO, ,AL/JL,HI79,UNISEM21A_367,x sib,HI79-358,x sib,14K,81,13,2,28
5204,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,81,12,2,28
5205,LANGEBIO, ,AL/JL,HI93,UNISEM21A_827,x sib,HI93-186,x sib,14K,81,11,2,28
5206,LANGEBIO, ,AL/JL,HI79,UNISEM21A_358,x sib,HI79-349,x sib,14K,81,10,2,28
5207,LANGEBIO, ,AL/JL,HI73,UNISEM21A_556,x sib,HI73-169,x sib,14K,81,9,2,28
5208,LANGEBIO, ,AL/JL,HI93,UNISEM21A_927,x sib,HI93-283,x sib,14K,81,8,2,28
5209,LANGEBIO, ,AL/JL,HI73,UNISEM21A_471,x sib,HI73-089,x sib,14K,81,7,2,28
5210,LANGEBIO, ,AL/JL,HI79,UNISEM21A_239,x sib,HI79-232,x sib,14K,81,6,2,28
5211,LANGEBIO, ,AL/JL,HI93,UNISEM21A_872,x sib,HI93-231,x sib,14K,81,5,2,28
5212,LANGEBIO, ,AL/JL,HI79,UNISEM21A_248,x sib,HI79-241,x sib,14K,81,4,2,28
5213,LANGEBIO, ,AL/JL,HI79,UNISEM21A_58,x sib,HI79-055,x sib,14K,81,3,2,28
5214,LANGEBIO, ,AL/JL,HI79,UNISEM21A_194,x sib,HI79-190,x sib,14K,81,2,2,28
5215,LANGEBIO, ,AL/JL,HI73,UNISEM21A_590,x sib,HI73-198,x sib,14K,81,1,2,28
5216,LANGEBIO, ,AL/JL,HI79,UNISEM21A_54,x sib,HI79-051,x sib,14K,82,1,2,29
5217,LANGEBIO, ,AL/JL,HI93,UNISEM21A_686,x sib,HI93-049,x sib,14K,82,2,2,29
5218,LANGEBIO, ,AL/JL,HI93,UNISEM21A_916,x sib,HI93-272,x sib,14K,82,3,2,29
5219,LANGEBIO, ,AL/JL,HI73,UNISEM21A_410,x sib,HI73-028,x sib,14K,82,4,2,29
5220,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,82,5,2,29
5221,LANGEBIO, ,AL/JL,HI79,UNISEM21A_117,x sib,HI79-114,x sib,14K,82,6,2,29
5222,LANGEBIO, ,AL/JL,HI79,UNISEM21A_293,x sib,HI79-285,x sib,14K,82,7,2,29
5223,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1037,x sib,HI93-037,x sib,14K,82,8,2,29
5224,LANGEBIO, ,AL/JL,HI93,UNISEM21A_973,x sib,HI93-328,x sib,14K,82,9,2,29
5225,LANGEBIO, ,AL/JL,HI79,UNISEM21A_300,x sib,HI79-292,x sib,14K,82,10,2,29
5226,LANGEBIO, ,AL/JL,HI73,UNISEM21A_439,x sib,HI73-057,x sib,14K,82,11,2,29
5227,LANGEBIO, ,AL/JL,HI73,UNISEM21A_442,x sib,HI73-060,x sib,14K,82,12,2,29
5228,LANGEBIO, ,AL/JL,HI73,UNISEM21A_514,x sib,HI73-129,x sib,14K,82,13,2,29
5229,LANGEBIO, ,AL/JL,HI79,UNISEM21A_324,x sib,HI79-316,x sib,14K,82,14,2,29
5230,LANGEBIO, ,AL/JL,HI79,UNISEM21A_99,x sib,HI79-096,x sib,14K,82,15,2,29
5231,LANGEBIO, ,AL/JL,HI73,UNISEM21A_437,x sib,HI73-055,x sib,14K,83,15,2,30
5232,LANGEBIO, ,AL/JL,HI79,UNISEM21A_209,x sib,HI79-205,x sib,14K,83,14,2,30
5233,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,83,13,2,30
5234,LANGEBIO, ,AL/JL,HI93,UNISEM21A_810,x sib,HI93-169,x sib,14K,83,12,2,30
5235,LANGEBIO, ,AL/JL,HI79,UNISEM21A_45,x sib,HI79-042,x sib,14K,83,11,2,30
5236,LANGEBIO, ,AL/JL,HI93,UNISEM21A_848,x sib,HI93-207,x sib,14K,83,10,2,30
5237,LANGEBIO, ,AL/JL,HI73,UNISEM21A_503,x sib,HI73-119,x sib,14K,83,9,2,30
5238,LANGEBIO, ,AL/JL,HI79,UNISEM21A_2,x sib,HI79-002,x sib,14K,83,8,2,30
5239,LANGEBIO, ,AL/JL,HI73,UNISEM21A_504,x sib,HI73-120,x sib,14K,83,7,2,30
5240,LANGEBIO, ,AL/JL,HI93,UNISEM21A_929,x sib,HI93-285,x sib,14K,83,6,2,30
5241,LANGEBIO, ,AL/JL,HI79,UNISEM21A_284,x sib,HI79-276,x sib,14K,83,5,2,30
5242,LANGEBIO, ,AL/JL,HI79,UNISEM21A_35,x sib,HI79-032,x sib,14K,83,4,2,30
5243,LANGEBIO, ,AL/JL,HI73,UNISEM21A_583,x sib,HI73-191,x sib,14K,83,3,2,30
5244,LANGEBIO, ,AL/JL,HI93,UNISEM21A_820,x sib,HI93-179,x sib,14K,83,2,2,30
5245,LANGEBIO, ,AL/JL,HI79,UNISEM21A_282,x sib,HI79-274,x sib,14K,83,1,2,30
5246,LANGEBIO, ,AL/JL,HI73,UNISEM21A_528,x sib,HI73-142,x sib,14K,84,1,2,31
5247,LANGEBIO, ,AL/JL,HI93,UNISEM21A_891,x sib,HI93-248,x sib,14K,84,2,2,31
5248,LANGEBIO, ,AL/JL,HI79,UNISEM21A_82,x sib,HI79-079,x sib,14K,84,3,2,31
5249,LANGEBIO, ,AL/JL,HI79,UNISEM21A_163,x sib,HI79-159,x sib,14K,84,4,2,31
5250,LANGEBIO, ,AL/JL,HI73,UNISEM21A_550,x sib,HI73-163,x sib,14K,84,5,2,31
5251,LANGEBIO, ,AL/JL,HI93,UNISEM21A_698,x sib,HI93-061,x sib,14K,84,6,2,31
5252,LANGEBIO, ,AL/JL,HI93,UNISEM21A_769,x sib,HI93-131,x sib,14K,84,7,2,31
5253,LANGEBIO, ,AL/JL,HI73,UNISEM21A_411,x sib,HI73-029,x sib,14K,84,8,2,31
5254,LANGEBIO, ,AL/JL,HI79,UNISEM21A_238,x sib,HI79-231,x sib,14K,84,9,2,31
5255,LANGEBIO, ,AL/JL,HI79,UNISEM21A_131,x sib,HI79-128,x sib,14K,84,10,2,31
5256,LANGEBIO, ,AL/JL,HI93,UNISEM21A_744,x sib,HI93-106,x sib,14K,84,11,2,31
5257,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,84,12,2,31
5258,LANGEBIO, ,AL/JL,HI79,UNISEM21A_144,x sib,HI79-140,x sib,14K,84,13,2,31
5259,LANGEBIO, ,AL/JL,HI79,UNISEM21A_174,x sib,HI79-170,x sib,14K,84,14,2,31
5260,LANGEBIO, ,AL/JL,HI73,UNISEM21A_434,x sib,HI73-052,x sib,14K,84,15,2,31
5261,LANGEBIO, ,AL/JL,HI93,UNISEM21A_751,x sib,HI93-113,x sib,14K,85,15,2,32
5262,LANGEBIO, ,AL/JL,HI73,UNISEM21A_582,x sib,HI73-190,x sib,14K,85,14,2,32
5263,LANGEBIO, ,AL/JL,HI93,UNISEM21A_957,x sib,HI93-313,x sib,14K,85,13,2,32
5264,LANGEBIO, ,AL/JL,HI79,UNISEM21A_103,x sib,HI79-100,x sib,14K,85,12,2,32
5265,LANGEBIO, ,AL/JL,HI73,UNISEM21A_519,x sib,HI73-134,x sib,14K,85,11,2,32
5266,LANGEBIO, ,AL/JL,HI79,UNISEM21A_147,x sib,HI79-143,x sib,14K,85,10,2,32
5267,LANGEBIO, ,AL/JL,HI73,UNISEM21A_469,x sib,HI73-087,x sib,14K,85,9,2,32
5268,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,85,8,2,32
5269,LANGEBIO, ,AL/JL,HI93,UNISEM21A_703,x sib,HI93-066,x sib,14K,85,7,2,32
5270,LANGEBIO, ,AL/JL,HI79,UNISEM21A_297,x sib,HI79-289,x sib,14K,85,6,2,32
5271,LANGEBIO, ,AL/JL,HI79,UNISEM21A_64,x sib,HI79-061,x sib,14K,85,5,2,32
5272,LANGEBIO, ,AL/JL,HI73,UNISEM21A_626,x sib,HI73-229,x sib,14K,85,4,2,32
5273,LANGEBIO, ,AL/JL,HI79,UNISEM21A_156,x sib,HI79-152,x sib,14K,85,3,2,32
5274,LANGEBIO, ,AL/JL,HI93,UNISEM21A_804,x sib,HI93-163,x sib,14K,85,2,2,32
5275,LANGEBIO, ,AL/JL,HI79,UNISEM21A_27,x sib,HI79-024,x sib,14K,85,1,2,32
5276,LANGEBIO, ,AL/JL,HI79,UNISEM21A_294,x sib,HI79-286,x sib,14K,86,1,2,33
5277,LANGEBIO, ,AL/JL,HI79,UNISEM21A_49,x sib,HI79-046,x sib,14K,86,2,2,33
5278,LANGEBIO, ,AL/JL,HI93,UNISEM21A_687,x sib,HI93-050,x sib,14K,86,3,2,33
5279,LANGEBIO, ,AL/JL,HI79,UNISEM21A_215,x sib,HI79-211,x sib,14K,86,4,2,33
5280,LANGEBIO, ,AL/JL,HI73,UNISEM21A_578,x sib,HI73-188,x sib,14K,86,5,2,33
5281,LANGEBIO, ,AL/JL,HI79,UNISEM21A_134,x sib,HI79-131,x sib,14K,86,6,2,33
5282,LANGEBIO, ,AL/JL,HI73,UNISEM21A_667,x sib,HI73-269,x sib,14K,86,7,2,33
5283,LANGEBIO, ,AL/JL,HI93,UNISEM21A_757,x sib,HI93-119,x sib,14K,86,8,2,33
5284,LANGEBIO, ,AL/JL,HI93,UNISEM21A_943,x sib,HI93-299,x sib,14K,86,9,2,33
5285,LANGEBIO, ,AL/JL,HI79,UNISEM21A_132,x sib,HI79-129,x sib,14K,86,10,2,33
5286,LANGEBIO, ,AL/JL,HI79,UNISEM21A_154,x sib,HI79-150,x sib,14K,86,11,2,33
5287,LANGEBIO, ,AL/JL,HI73,UNISEM21A_441,x sib,HI73-059,x sib,14K,86,12,2,33
5288,LANGEBIO, ,AL/JL,HI73,UNISEM21A_557,x sib,HI73-170,x sib,14K,86,13,2,33
5289,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,86,14,2,33
5290,LANGEBIO, ,AL/JL,HI93,UNISEM21A_785,x sib,HI93-147,x sib,14K,86,15,2,33
5291,LANGEBIO, ,AL/JL,HI73,UNISEM21A_639,x sib,HI73-242,x sib,14K,87,15,2,34
5292,LANGEBIO, ,AL/JL,HI73,UNISEM21A_448,x sib,HI73-066,x sib,14K,87,14,2,34
5293,LANGEBIO, ,AL/JL,HI73,UNISEM21A_652,x sib,HI73-255,x sib,14K,87,13,2,34
5294,LANGEBIO, ,AL/JL,HI93,UNISEM21A_857,x sib,HI93-216,x sib,14K,87,12,2,34
5295,LANGEBIO, ,AL/JL,HI79,UNISEM21A_356,x sib,HI79-347,x sib,14K,87,11,2,34
5296,LANGEBIO, ,AL/JL,HI79,UNISEM21A_307,x sib,HI79-299,x sib,14K,87,10,2,34
5297,LANGEBIO, ,AL/JL,HI93,UNISEM21A_938,x sib,HI93-294,x sib,14K,87,9,2,34
5298,LANGEBIO, ,AL/JL,HI93,UNISEM21A_980,x sib,HI93-335,x sib,14K,87,8,2,34
5299,LANGEBIO, ,AL/JL,HI73,UNISEM21A_600,x sib,HI73-207,x sib,14K,87,7,2,34
5300,LANGEBIO, ,AL/JL,HI79,UNISEM21A_382,x sib,HI79-373,x sib,14K,87,6,2,34
5301,LANGEBIO, ,AL/JL,HI79,UNISEM21A_78,x sib,HI79-075,x sib,14K,87,5,2,34
5302,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,87,4,2,34
5303,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1010,x sib,HI93-011,x sib,14K,87,3,2,34
5304,LANGEBIO, ,AL/JL,HI79,UNISEM21A_354,x sib,HI79-345,x sib,14K,87,2,2,34
5305,LANGEBIO, ,AL/JL,HI79,UNISEM21A_306,x sib,HI79-298,x sib,14K,87,1,2,34
5306,LANGEBIO, ,AL/JL,HI79,UNISEM21A_47,x sib,HI79-044,x sib,14K,88,1,2,35
5307,LANGEBIO, ,AL/JL,HI73,UNISEM21A_391,x sib,HI73-009,x sib,14K,88,2,2,35
5308,LANGEBIO, ,AL/JL,HI93,UNISEM21A_721,x sib,HI93-083,x sib,14K,88,3,2,35
5309,LANGEBIO, ,AL/JL,HI73,UNISEM21A_635,x sib,HI73-238,x sib,14K,88,4,2,35
5310,LANGEBIO, ,AL/JL,HI79,UNISEM21A_104,x sib,HI79-101,x sib,14K,88,5,2,35
5311,LANGEBIO, ,AL/JL,HI79,UNISEM21A_161,x sib,HI79-157,x sib,14K,88,6,2,35
5312,LANGEBIO, ,AL/JL,HI93,UNISEM21A_774,x sib,HI93-136,x sib,14K,88,7,2,35
5313,LANGEBIO, ,AL/JL,HI79,UNISEM21A_152,x sib,HI79-148,x sib,14K,88,8,2,35
5314,LANGEBIO, ,AL/JL,HI93,UNISEM21A_715,x sib,HI93-077,x sib,14K,88,9,2,35
5315,LANGEBIO, ,AL/JL,HI79,UNISEM21A_230,x sib,HI79-223,x sib,14K,88,10,2,35
5316,LANGEBIO, ,AL/JL,HI79,UNISEM21A_253,x sib,HI79-245,x sib,14K,88,11,2,35
5317,LANGEBIO, ,AL/JL,HI93,UNISEM21A_755,x sib,HI93-117,x sib,14K,88,12,2,35
5318,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,88,13,2,35
5319,LANGEBIO, ,AL/JL,HI73,UNISEM21A_501,x sib,HI73-117,x sib,14K,88,14,2,35
5320,LANGEBIO, ,AL/JL,HI73,UNISEM21A_526,x sib,HI73-140,x sib,14K,88,15,2,35
5321,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,89,15,2,36
5322,LANGEBIO, ,AL/JL,HI79,UNISEM21A_219,x sib,HI79-215,x sib,14K,89,14,2,36
5323,LANGEBIO, ,AL/JL,HI79,UNISEM21A_206,x sib,HI79-202,x sib,14K,89,13,2,36
5324,LANGEBIO, ,AL/JL,HI73,UNISEM21A_394,x sib,HI73-012,x sib,14K,89,12,2,36
5325,LANGEBIO, ,AL/JL,HI79,UNISEM21A_170,x sib,HI79-166,x sib,14K,89,11,2,36
5326,LANGEBIO, ,AL/JL,HI73,UNISEM21A_466,x sib,HI73-084,x sib,14K,89,10,2,36
5327,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1031,x sib,HI93-031,x sib,14K,89,9,2,36
5328,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1019,x sib,HI93-019,x sib,14K,89,8,2,36
5329,LANGEBIO, ,AL/JL,HI93,UNISEM21A_955,x sib,HI93-311,x sib,14K,89,7,2,36
5330,LANGEBIO, ,AL/JL,HI73,UNISEM21A_456,x sib,HI73-074,x sib,14K,89,6,2,36
5331,LANGEBIO, ,AL/JL,HI73,UNISEM21A_478,x sib,HI73-095,x sib,14K,89,5,2,36
