CML23-,Origin (Package),Packed?,Who/What,Description,Female parent,Male parent,Female genotype,Male genotype,Number/Selection,row_design,column_design,rep
1501,LANGEBIO, ,AL/JL,HI73,UNISEM21A_420,x sib,HI73-038,x sib,14K,21,1,2
1502,LANGEBIO, ,AL/JL,HI73,UNISEM21A_668,x sib,HI73-270,x sib,14K,21,2,2
1503,LANGEBIO, ,AL/JL,HI93,UNISEM21A_715,x sib,HI93-077,x sib,14K,21,3,2
1504,LANGEBIO, ,AL/JL,HI93,UNISEM21A_760,x sib,HI93-122,x sib,14K,21,4,1
1505,LANGEBIO, ,AL/JL,HI79,UNISEM21A_357,x sib,HI79-348,x sib,14K,21,5,1
1506,LANGEBIO, ,AL/JL,HI93,UNISEM21A_927,x sib,HI93-283,x sib,14K,21,6,1
1507,LANGEBIO, ,AL/JL,HI73,UNISEM21A_656,x sib,HI73-259,x sib,14K,21,7,1
1508,LANGEBIO, ,AL/JL,HI73,UNISEM21A_420,x sib,HI73-038,x sib,14K,21,8,2
1509,LANGEBIO, ,AL/JL,HI79,UNISEM21A_87,x sib,HI79-084,x sib,14K,21,9,1
1510,LANGEBIO, ,AL/JL,HI93,UNISEM21A_800,x sib,HI93-160,x sib,14K,21,10,2
1511,LANGEBIO, ,AL/JL,HI73,UNISEM21A_652,x sib,HI73-255,x sib,14K,21,11,2
1512,LANGEBIO, ,AL/JL,HI79,UNISEM21A_289,x sib,HI79-281,x sib,14K,21,12,1
1513,LANGEBIO, ,AL/JL,HI79,UNISEM21A_90,x sib,HI79-087,x sib,14K,21,13,1
1514,LANGEBIO, ,AL/JL,HI79,UNISEM21A_240,x sib,HI79-233,x sib,14K,21,14,2
1515,LANGEBIO, ,AL/JL,HI73,UNISEM21A_417,x sib,HI73-035,x sib,14K,21,15,1
1516,LANGEBIO, ,AL/JL,HI79,UNISEM21A_213,x sib,HI79-209,x sib,14K,21,16,1
1517,LANGEBIO, ,AL/JL,HI79,UNISEM21A_185,x sib,HI79-181,x sib,14K,21,17,1
1518,LANGEBIO, ,AL/JL,HI93,UNISEM21A_743,x sib,HI93-105,x sib,14K,21,18,2
1519,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1023,x sib,HI93-023,x sib,14K,21,19,2
1520,LANGEBIO, ,AL/JL,HI73,UNISEM21A_668,x sib,HI73-270,x sib,14K,21,20,2
1521,LANGEBIO, ,AL/JL,HI79,UNISEM21A_285,x sib,HI79-277,x sib,14K,21,21,2
1522,LANGEBIO, ,AL/JL,HI79,UNISEM21A_86,x sib,HI79-083,x sib,14K,21,22,2
1523,LANGEBIO, ,AL/JL,HI79,UNISEM21A_140,x sib,HI79-136,x sib,14K,21,23,2
1524,LANGEBIO, ,AL/JL,HI79,UNISEM21A_151,x sib,HI79-147,x sib,14K,21,24,1
1525,LANGEBIO, ,AL/JL,HI93,UNISEM21A_940,x sib,HI93-296,x sib,14K,21,25,2
1526,LANGEBIO, ,AL/JL,HI79,UNISEM21A_25,x sib,HI79-022,x sib,14K,22,25,2
1527,LANGEBIO, ,AL/JL,HI93,UNISEM21A_693,x sib,HI93-056,x sib,14K,22,24,1
1528,LANGEBIO, ,AL/JL,HI79,UNISEM21A_51,x sib,HI79-048,x sib,14K,22,23,1
1529,LANGEBIO, ,AL/JL,HI73,UNISEM21A_440,x sib,HI73-058,x sib,14K,22,22,2
1530,LANGEBIO, ,AL/JL,HI79,UNISEM21A_338,x sib,HI79-330,x sib,14K,22,21,1
1531,LANGEBIO, ,AL/JL,HI79,UNISEM21A_21,x sib,HI79-019,x sib,14K,22,20,2
1532,LANGEBIO, ,AL/JL,HI73,UNISEM21A_581,x sib,HI73-189,x sib,14K,22,19,1
1533,LANGEBIO, ,AL/JL,HI79,UNISEM21A_146,x sib,HI79-142,x sib,14K,22,18,1
1534,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,22,17,50
1535,LANGEBIO, ,AL/JL,HI79,UNISEM21A_164,x sib,HI79-160,x sib,14K,22,16,2
1536,LANGEBIO, ,AL/JL,HI93,UNISEM21A_983,x sib,HI93-338,x sib,14K,22,15,1
1537,LANGEBIO, ,AL/JL,HI79,UNISEM21A_245,x sib,HI79-238,x sib,14K,22,14,1
1538,LANGEBIO, ,AL/JL,HI93,UNISEM21A_876,x sib,HI93-235,x sib,14K,22,13,2
1539,LANGEBIO, ,AL/JL,HI93,UNISEM21A_775,x sib,HI93-137,x sib,14K,22,12,2
1540,LANGEBIO, ,AL/JL,HI79,UNISEM21A_291,x sib,HI79-283,x sib,14K,22,11,1
1541,LANGEBIO, ,AL/JL,HI79,UNISEM21A_327,x sib,HI79-319,x sib,14K,22,10,2
1542,LANGEBIO, ,AL/JL,HI93,UNISEM21A_787,x sib,HI93-149,x sib,14K,22,9,1
1543,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,22,8,50
1544,LANGEBIO, ,AL/JL,HI73,UNISEM21A_574,x sib,HI73-184,x sib,14K,22,7,1
1545,LANGEBIO, ,AL/JL,HI79,UNISEM21A_29,x sib,HI79-026,x sib,14K,22,6,2
1546,LANGEBIO, ,AL/JL,HI79,UNISEM21A_310,x sib,HI79-302,x sib,14K,22,5,1
1547,LANGEBIO, ,AL/JL,HI79,UNISEM21A_125,x sib,HI79-122,x sib,14K,22,4,2
1548,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,22,3,50
1549,LANGEBIO, ,AL/JL,HI73,UNISEM21A_445,x sib,HI73-063,x sib,14K,22,2,2
1550,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1027,x sib,HI93-027,x sib,14K,22,1,2
1551,LANGEBIO, ,AL/JL,HI79,UNISEM21A_237,x sib,HI79-230,x sib,14K,23,1,2
1552,LANGEBIO, ,AL/JL,HI79,UNISEM21A_141,x sib,HI79-137,x sib,14K,23,2,1
1553,LANGEBIO, ,AL/JL,HI73,UNISEM21A_513,x sib,HI73-128,x sib,14K,23,3,2
1554,LANGEBIO, ,AL/JL,HI79,UNISEM21A_104,x sib,HI79-101,x sib,14K,23,4,1
1555,LANGEBIO, ,AL/JL,HI79,UNISEM21A_205,x sib,HI79-201,x sib,14K,23,5,2
1556,LANGEBIO, ,AL/JL,HI79,UNISEM21A_184,x sib,HI79-180,x sib,14K,23,6,1
1557,LANGEBIO, ,AL/JL,HI79,UNISEM21A_307,x sib,HI79-299,x sib,14K,23,7,1
1558,LANGEBIO, ,AL/JL,HI73,UNISEM21A_408,x sib,HI73-026,x sib,14K,23,8,1
1559,LANGEBIO, ,AL/JL,HI93,UNISEM21A_752,x sib,HI93-114,x sib,14K,23,9,1
1560,LANGEBIO, ,AL/JL,HI79,UNISEM21A_191,x sib,HI79-187,x sib,14K,23,10,1
1561,LANGEBIO, ,AL/JL,HI73,UNISEM21A_479,x sib,HI73-096,x sib,14K,23,11,2
1562,LANGEBIO, ,AL/JL,HI73,UNISEM21A_460,x sib,HI73-078,x sib,14K,23,12,2
1563,LANGEBIO, ,AL/JL,HI79,UNISEM21A_232,x sib,HI79-225,x sib,14K,23,13,1
1564,LANGEBIO, ,AL/JL,HI93,UNISEM21A_751,x sib,HI93-113,x sib,14K,23,14,1
1565,LANGEBIO, ,AL/JL,HI73,UNISEM21A_627,x sib,HI73-230,x sib,14K,23,15,1
1566,LANGEBIO, ,AL/JL,HI93,UNISEM21A_855,x sib,HI93-214,x sib,14K,23,16,2
1567,LANGEBIO, ,AL/JL,HI93,UNISEM21A_785,x sib,HI93-147,x sib,14K,23,17,2
1568,LANGEBIO, ,AL/JL,HI73,UNISEM21A_482,x sib,HI73-099,x sib,14K,23,18,2
1569,LANGEBIO, ,AL/JL,HI79,UNISEM21A_196,x sib,HI79-192,x sib,14K,23,19,2
1570,LANGEBIO, ,AL/JL,HI93,UNISEM21A_891,x sib,HI93-248,x sib,14K,23,20,1
1571,LANGEBIO, ,AL/JL,HI79,UNISEM21A_254,x sib,HI79-246,x sib,14K,23,21,1
1572,LANGEBIO, ,AL/JL,HI73,UNISEM21A_590,x sib,HI73-198,x sib,14K,23,22,2
1573,LANGEBIO, ,AL/JL,HI73,UNISEM21A_421,x sib,HI73-039,x sib,14K,23,23,1
1574,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1039,x sib,HI93-039,x sib,14K,23,24,2
1575,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1028,x sib,HI93-028,x sib,14K,23,25,2
1576,LANGEBIO, ,AL/JL,HI79,UNISEM21A_321,x sib,HI79-313,x sib,14K,24,25,1
1577,LANGEBIO, ,AL/JL,HI79,UNISEM21A_22,x sib,HI79-020,x sib,14K,24,24,1
1578,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,24,23,50
1579,LANGEBIO, ,AL/JL,HI73,UNISEM21A_482,x sib,HI73-099,x sib,14K,24,22,2
1580,LANGEBIO, ,AL/JL,HI79,UNISEM21A_145,x sib,HI79-141,x sib,14K,24,21,1
1581,LANGEBIO, ,AL/JL,HI93,UNISEM21A_873,x sib,HI93-232,x sib,14K,24,20,1
1582,LANGEBIO, ,AL/JL,HI79,UNISEM21A_33,x sib,HI79-030,x sib,14K,24,19,1
1583,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,24,18,50
1584,LANGEBIO, ,AL/JL,HI79,UNISEM21A_46,x sib,HI79-043,x sib,14K,24,17,2
1585,LANGEBIO, ,AL/JL,HI93,UNISEM21A_749,x sib,HI93-111,x sib,14K,24,16,1
1586,LANGEBIO, ,AL/JL,HI73,UNISEM21A_397,x sib,HI73-015,x sib,14K,24,15,1
1587,LANGEBIO, ,AL/JL,HI93,UNISEM21A_723,x sib,HI93-085,x sib,14K,24,14,2
1588,LANGEBIO, ,AL/JL,HI79,UNISEM21A_163,x sib,HI79-159,x sib,14K,24,13,1
1589,LANGEBIO, ,AL/JL,HI79,UNISEM21A_74,x sib,HI79-071,x sib,14K,24,12,2
1590,LANGEBIO, ,AL/JL,HI73,UNISEM21A_399,x sib,HI73-017,x sib,14K,24,11,1
1591,LANGEBIO, ,AL/JL,HI79,UNISEM21A_331,x sib,HI79-323,x sib,14K,24,10,1
1592,LANGEBIO, ,AL/JL,HI79,UNISEM21A_336,x sib,HI79-328,x sib,14K,24,9,1
1593,LANGEBIO, ,AL/JL,HI79,UNISEM21A_137,x sib,HI79-134,x sib,14K,24,8,2
1594,LANGEBIO, ,AL/JL,HI73,UNISEM21A_435,x sib,HI73-053,x sib,14K,24,7,1
1595,LANGEBIO, ,AL/JL,HI79,UNISEM21A_15,x sib,HI79-013,x sib,14K,24,6,2
1596,LANGEBIO, ,AL/JL,HI79,UNISEM21A_345,x sib,HI79-337,x sib,14K,24,5,1
1597,LANGEBIO, ,AL/JL,HI73,UNISEM21A_544,x sib,HI73-157,x sib,14K,24,4,1
1598,LANGEBIO, ,AL/JL,HI79,UNISEM21A_365,x sib,HI79-356,x sib,14K,24,3,2
1599,LANGEBIO, ,AL/JL,HI73,UNISEM21A_625,x sib,HI73-228,x sib,14K,24,2,1
1600,LANGEBIO, ,AL/JL,HI93,UNISEM21A_824,x sib,HI93-183,x sib,14K,24,1,1
1601,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1037,x sib,HI93-037,x sib,14K,25,1,1
1602,LANGEBIO, ,AL/JL,HI79,UNISEM21A_235,x sib,HI79-228,x sib,14K,25,2,1
1603,LANGEBIO, ,AL/JL,HI93,UNISEM21A_869,x sib,HI93-228,x sib,14K,25,3,1
1604,LANGEBIO, ,AL/JL,HI79,UNISEM21A_10,x sib,HI79-010,x sib,14K,25,4,2
1605,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,25,5,50
1606,LANGEBIO, ,AL/JL,HI73,UNISEM21A_433,x sib,HI73-051,x sib,14K,25,6,1
1607,LANGEBIO, ,AL/JL,HI79,UNISEM21A_237,x sib,HI79-230,x sib,14K,25,7,2
1608,LANGEBIO, ,AL/JL,HI73,UNISEM21A_596,x sib,HI73-203,x sib,14K,25,8,1
1609,LANGEBIO, ,AL/JL,HI79,UNISEM21A_82,x sib,HI79-079,x sib,14K,25,9,1
1610,LANGEBIO, ,AL/JL,HI79,UNISEM21A_230,x sib,HI79-223,x sib,14K,25,10,2
1611,LANGEBIO, ,AL/JL,HI73,UNISEM21A_572,x sib,HI73-182,x sib,14K,25,11,2
1612,LANGEBIO, ,AL/JL,HI79,UNISEM21A_360,x sib,HI79-351,x sib,14K,25,12,1
1613,LANGEBIO, ,AL/JL,HI93,UNISEM21A_857,x sib,HI93-216,x sib,14K,25,13,2
1614,LANGEBIO, ,AL/JL,HI93,UNISEM21A_830,x sib,HI93-189,x sib,14K,25,14,1
1615,LANGEBIO, ,AL/JL,HI73,UNISEM21A_518,x sib,HI73-133,x sib,14K,25,15,1
1616,LANGEBIO, ,AL/JL,HI73,UNISEM21A_403,x sib,HI73-021,x sib,14K,25,16,2
1617,LANGEBIO, ,AL/JL,HI79,UNISEM21A_327,x sib,HI79-319,x sib,14K,25,17,2
1618,LANGEBIO, ,AL/JL,HI93,UNISEM21A_930,x sib,HI93-286,x sib,14K,25,18,2
1619,LANGEBIO, ,AL/JL,HI93,UNISEM21A_924,x sib,HI93-280,x sib,14K,25,19,1
1620,LANGEBIO, ,AL/JL,HI73,UNISEM21A_610,x sib,HI73-215,x sib,14K,25,20,1
1621,LANGEBIO, ,AL/JL,HI93,UNISEM21A_765,x sib,HI93-127,x sib,14K,25,21,1
1622,LANGEBIO, ,AL/JL,HI93,UNISEM21A_914,x sib,HI93-270,x sib,14K,25,22,1
1623,LANGEBIO, ,AL/JL,HI93,UNISEM21A_964,x sib,HI93-320,x sib,14K,25,23,2
1624,LANGEBIO, ,AL/JL,HI79,UNISEM21A_137,x sib,HI79-134,x sib,14K,25,24,2
1625,LANGEBIO, ,AL/JL,HI73,UNISEM21A_497,x sib,HI73-114,x sib,14K,25,25,2
1626,LANGEBIO, ,AL/JL,HI79,UNISEM21A_280,x sib,HI79-272,x sib,14K,26,25,1
1627,LANGEBIO, ,AL/JL,HI79,UNISEM21A_241,x sib,HI79-234,x sib,14K,26,24,1
1628,LANGEBIO, ,AL/JL,HI79,UNISEM21A_244,x sib,HI79-237,x sib,14K,26,23,1
1629,LANGEBIO, ,AL/JL,HI93,UNISEM21A_858,x sib,HI93-217,x sib,14K,26,22,2
1630,LANGEBIO, ,AL/JL,HI73,UNISEM21A_424,x sib,HI73-042,x sib,14K,26,21,2
1631,LANGEBIO, ,AL/JL,HI79,UNISEM21A_186,x sib,HI79-182,x sib,14K,26,20,2
1632,LANGEBIO, ,AL/JL,HI93,UNISEM21A_819,x sib,HI93-178,x sib,14K,26,19,2
1633,LANGEBIO, ,AL/JL,HI79,UNISEM21A_31,x sib,HI79-028,x sib,14K,26,18,1
1634,LANGEBIO, ,AL/JL,HI73,UNISEM21A_412,x sib,HI73-030,x sib,14K,26,17,2
1635,LANGEBIO, ,AL/JL,HI79,UNISEM21A_98,x sib,HI79-095,x sib,14K,26,16,2
1636,LANGEBIO, ,AL/JL,HI93,UNISEM21A_938,x sib,HI93-294,x sib,14K,26,15,1
1637,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,26,14,50
1638,LANGEBIO, ,AL/JL,HI93,UNISEM21A_880,x sib,HI93-239,x sib,14K,26,13,1
1639,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,26,12,50
1640,LANGEBIO, ,AL/JL,HI93,UNISEM21A_979,x sib,HI93-334,x sib,14K,26,11,2
1641,LANGEBIO, ,AL/JL,HI73,UNISEM21A_407,x sib,HI73-025,x sib,14K,26,10,2
1642,LANGEBIO, ,AL/JL,HI79,UNISEM21A_222,x sib,HI79-217,x sib,14K,26,9,2
1643,LANGEBIO, ,AL/JL,HI79,UNISEM21A_194,x sib,HI79-190,x sib,14K,26,8,1
1644,LANGEBIO, ,AL/JL,HI79,UNISEM21A_381,x sib,HI79-372,x sib,14K,26,7,2
1645,LANGEBIO, ,AL/JL,HI73,UNISEM21A_387,x sib,HI73-005,x sib,14K,26,6,2
1646,LANGEBIO, ,AL/JL,HI93,UNISEM21A_743,x sib,HI93-105,x sib,14K,26,5,2
1647,LANGEBIO, ,AL/JL,HI79,UNISEM21A_45,x sib,HI79-042,x sib,14K,26,4,2
1648,LANGEBIO, ,AL/JL,HI93,UNISEM21A_704,x sib,HI93-067,x sib,14K,26,3,1
1649,LANGEBIO, ,AL/JL,HI93,UNISEM21A_815,x sib,HI93-174,x sib,14K,26,2,2
1650,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1029,x sib,HI93-029,x sib,14K,26,1,2
1651,LANGEBIO, ,AL/JL,HI79,UNISEM21A_32,x sib,HI79-029,x sib,14K,27,1,2
1652,LANGEBIO, ,AL/JL,HI79,UNISEM21A_9,x sib,HI79-009,x sib,14K,27,2,1
1653,LANGEBIO, ,AL/JL,HI73,UNISEM21A_446,x sib,HI73-064,x sib,14K,27,3,2
1654,LANGEBIO, ,AL/JL,HI93,UNISEM21A_844,x sib,HI93-203,x sib,14K,27,4,2
1655,LANGEBIO, ,AL/JL,HI73,UNISEM21A_406,x sib,HI73-024,x sib,14K,27,5,2
1656,LANGEBIO, ,AL/JL,HI79,UNISEM21A_179,x sib,HI79-175,x sib,14K,27,6,1
1657,LANGEBIO, ,AL/JL,HI79,UNISEM21A_102,x sib,HI79-099,x sib,14K,27,7,1
1658,LANGEBIO, ,AL/JL,HI93,UNISEM21A_955,x sib,HI93-311,x sib,14K,27,8,2
1659,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,27,9,50
1660,LANGEBIO, ,AL/JL,HI73,UNISEM21A_434,x sib,HI73-052,x sib,14K,27,10,1
1661,LANGEBIO, ,AL/JL,HI79,UNISEM21A_182,x sib,HI79-178,x sib,14K,27,11,1
1662,LANGEBIO, ,AL/JL,HI93,UNISEM21A_953,x sib,HI93-309,x sib,14K,27,12,2
1663,LANGEBIO, ,AL/JL,HI93,UNISEM21A_854,x sib,HI93-213,x sib,14K,27,13,1
1664,LANGEBIO, ,AL/JL,HI93,UNISEM21A_848,x sib,HI93-207,x sib,14K,27,14,1
1665,LANGEBIO, ,AL/JL,HI79,UNISEM21A_214,x sib,HI79-210,x sib,14K,27,15,2
1666,LANGEBIO, ,AL/JL,HI93,UNISEM21A_764,x sib,HI93-126,x sib,14K,27,16,2
1667,LANGEBIO, ,AL/JL,HI79,UNISEM21A_313,x sib,HI79-305,x sib,14K,27,17,2
1668,LANGEBIO, ,AL/JL,HI79,UNISEM21A_251,x sib,HI79-243,x sib,14K,27,18,1
1669,LANGEBIO, ,AL/JL,HI73,UNISEM21A_619,x sib,HI73-222,x sib,14K,27,19,2
1670,LANGEBIO, ,AL/JL,HI73,UNISEM21A_474,x sib,HI73-092,x sib,14K,27,20,1
1671,LANGEBIO, ,AL/JL,HI79,UNISEM21A_74,x sib,HI79-071,x sib,14K,27,21,2
1672,LANGEBIO, ,AL/JL,HI79,UNISEM21A_72,x sib,HI79-069,x sib,14K,27,22,2
1673,LANGEBIO, ,AL/JL,HI93,UNISEM21A_725,x sib,HI93-087,x sib,14K,27,23,2
1674,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,27,24,50
1675,LANGEBIO, ,AL/JL,HI73,UNISEM21A_430,x sib,HI73-048,x sib,14K,27,25,1
1676,LANGEBIO, ,AL/JL,HI73,UNISEM21A_497,x sib,HI73-114,x sib,14K,28,25,2
1677,LANGEBIO, ,AL/JL,HI79,UNISEM21A_59,x sib,HI79-056,x sib,14K,28,24,2
1678,LANGEBIO, ,AL/JL,HI73,UNISEM21A_609,x sib,HI73-214,x sib,14K,28,23,2
1679,LANGEBIO, ,AL/JL,HI79,UNISEM21A_193,x sib,HI79-189,x sib,14K,28,22,1
1680,LANGEBIO, ,AL/JL,HI79,UNISEM21A_183,x sib,HI79-179,x sib,14K,28,21,2
1681,LANGEBIO, ,AL/JL,HI93,UNISEM21A_739,x sib,HI93-101,x sib,14K,28,20,2
1682,LANGEBIO, ,AL/JL,HI79,UNISEM21A_344,x sib,HI79-336,x sib,14K,28,19,1
1683,LANGEBIO, ,AL/JL,HI93,UNISEM21A_846,x sib,HI93-205,x sib,14K,28,18,1
1684,LANGEBIO, ,AL/JL,HI73,UNISEM21A_539,x sib,HI73-152,x sib,14K,28,17,1
1685,LANGEBIO, ,AL/JL,HI79,UNISEM21A_125,x sib,HI79-122,x sib,14K,28,16,2
1686,LANGEBIO, ,AL/JL,HI79,UNISEM21A_175,x sib,HI79-171,x sib,14K,28,15,1
1687,LANGEBIO, ,AL/JL,HI93,UNISEM21A_805,x sib,HI93-164,x sib,14K,28,14,1
1688,LANGEBIO, ,AL/JL,HI79,UNISEM21A_93,x sib,HI79-090,x sib,14K,28,13,1
1689,LANGEBIO, ,AL/JL,HI79,UNISEM21A_220,x sib,HI79-216,x sib,14K,28,12,1
1690,LANGEBIO, ,AL/JL,HI73,UNISEM21A_416,x sib,HI73-034,x sib,14K,28,11,1
1691,LANGEBIO, ,AL/JL,HI73,UNISEM21A_624,x sib,HI73-227,x sib,14K,28,10,1
1692,LANGEBIO, ,AL/JL,HI93,UNISEM21A_980,x sib,HI93-335,x sib,14K,28,9,1
1693,LANGEBIO, ,AL/JL,HI93,UNISEM21A_756,x sib,HI93-118,x sib,14K,28,8,2
1694,LANGEBIO, ,AL/JL,HI73,UNISEM21A_479,x sib,HI73-096,x sib,14K,28,7,2
1695,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,28,6,50
1696,LANGEBIO, ,AL/JL,HI79,UNISEM21A_326,x sib,HI79-318,x sib,14K,28,5,2
1697,LANGEBIO, ,AL/JL,HI79,UNISEM21A_277,x sib,HI79-269,x sib,14K,28,4,1
1698,LANGEBIO, ,AL/JL,HI79,UNISEM21A_10,x sib,HI79-010,x sib,14K,28,3,2
1699,LANGEBIO, ,AL/JL,HI73,UNISEM21A_566,x sib,HI73-177,x sib,14K,28,2,2
1700,LANGEBIO, ,AL/JL,HI73,UNISEM21A_489,x sib,HI73-106,x sib,14K,28,1,2
1701,LANGEBIO, ,AL/JL,HI79,UNISEM21A_190,x sib,HI79-186,x sib,14K,29,1,1
1702,LANGEBIO, ,AL/JL,HI93,UNISEM21A_870,x sib,HI93-229,x sib,14K,29,2,2
1703,LANGEBIO, ,AL/JL,HI73,UNISEM21A_540,x sib,HI73-153,x sib,14K,29,3,1
1704,LANGEBIO, ,AL/JL,HI73,UNISEM21A_405,x sib,HI73-023,x sib,14K,29,4,2
1705,LANGEBIO, ,AL/JL,HI93,UNISEM21A_897,x sib,HI93-253,x sib,14K,29,5,2
1706,LANGEBIO, ,AL/JL,HI79,UNISEM21A_171,x sib,HI79-167,x sib,14K,29,6,2
1707,LANGEBIO, ,AL/JL,HI73,UNISEM21A_626,x sib,HI73-229,x sib,14K,29,7,2
1708,LANGEBIO, ,AL/JL,HI73,UNISEM21A_605,x sib,HI73-212,x sib,14K,29,8,1
1709,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1033,x sib,HI93-033,x sib,14K,29,9,1
1710,LANGEBIO, ,AL/JL,HI79,UNISEM21A_41,x sib,HI79-038,x sib,14K,29,10,1
1711,LANGEBIO, ,AL/JL,HI73,UNISEM21A_469,x sib,HI73-087,x sib,14K,29,11,2
1712,LANGEBIO, ,AL/JL,HI79,UNISEM21A_155,x sib,HI79-151,x sib,14K,29,12,1
1713,LANGEBIO, ,AL/JL,HI93,UNISEM21A_887,x sib,HI93-245,x sib,14K,29,13,1
1714,LANGEBIO, ,AL/JL,HI93,UNISEM21A_875,x sib,HI93-234,x sib,14K,29,14,1
1715,LANGEBIO, ,AL/JL,HI73,UNISEM21A_384,x sib,HI73-002,x sib,14K,29,15,1
1716,LANGEBIO, ,AL/JL,HI93,UNISEM21A_776,x sib,HI93-138,x sib,14K,29,16,1
1717,LANGEBIO, ,AL/JL,HI79,UNISEM21A_127,x sib,HI79-124,x sib,14K,29,17,2
1718,LANGEBIO, ,AL/JL,HI93,UNISEM21A_995,x sib,HI93-349,x sib,14K,29,18,1
1719,LANGEBIO, ,AL/JL,HI79,UNISEM21A_123,x sib,HI79-120,x sib,14K,29,19,1
1720,LANGEBIO, ,AL/JL,HI73,UNISEM21A_650,x sib,HI73-253,x sib,14K,29,20,2
1721,LANGEBIO, ,AL/JL,HI93,UNISEM21A_957,x sib,HI93-313,x sib,14K,29,21,1
1722,LANGEBIO, ,AL/JL,HI73,UNISEM21A_400,x sib,HI73-018,x sib,14K,29,22,1
1723,LANGEBIO, ,AL/JL,HI79,UNISEM21A_346,x sib,HI79-338,x sib,14K,29,23,1
1724,LANGEBIO, ,AL/JL,HI73,UNISEM21A_554,x sib,HI73-167,x sib,14K,29,24,1
1725,LANGEBIO, ,AL/JL,HI93,UNISEM21A_840,x sib,HI93-199,x sib,14K,29,25,1
1726,LANGEBIO, ,AL/JL,HI73,UNISEM21A_392,x sib,HI73-010,x sib,14K,30,25,1
1727,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,30,24,50
1728,LANGEBIO, ,AL/JL,HI73,UNISEM21A_629,x sib,HI73-232,x sib,14K,30,23,1
1729,LANGEBIO, ,AL/JL,HI79,UNISEM21A_84,x sib,HI79-081,x sib,14K,30,22,1
1730,LANGEBIO, ,AL/JL,HI93,UNISEM21A_897,x sib,HI93-253,x sib,14K,30,21,2
1731,LANGEBIO, ,AL/JL,HI93,UNISEM21A_911,x sib,HI93-267,x sib,14K,30,20,2
1732,LANGEBIO, ,AL/JL,HI79,UNISEM21A_100,x sib,HI79-097,x sib,14K,30,19,1
1733,LANGEBIO, ,AL/JL,HI93,UNISEM21A_804,x sib,HI93-163,x sib,14K,30,18,1
1734,LANGEBIO, ,AL/JL,HI73,UNISEM21A_560,x sib,HI73-173,x sib,14K,30,17,2
1735,LANGEBIO, ,AL/JL,HI73,UNISEM21A_551,x sib,HI73-164,x sib,14K,30,16,2
1736,LANGEBIO, ,AL/JL,HI93,UNISEM21A_687,x sib,HI93-050,x sib,14K,30,15,1
1737,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,30,14,50
1738,LANGEBIO, ,AL/JL,HI73,UNISEM21A_594,x sib,HI73-202,x sib,14K,30,13,2
1739,LANGEBIO, ,AL/JL,HI79,UNISEM21A_371,x sib,HI79-362,x sib,14K,30,12,1
1740,LANGEBIO, ,AL/JL,HI73,UNISEM21A_466,x sib,HI73-084,x sib,14K,30,11,1
1741,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,30,10,50
1742,LANGEBIO, ,AL/JL,HI79,UNISEM21A_28,x sib,HI79-025,x sib,14K,30,9,2
1743,LANGEBIO, ,AL/JL,HI93,UNISEM21A_785,x sib,HI93-147,x sib,14K,30,8,2
1744,LANGEBIO, ,AL/JL,HI79,UNISEM21A_198,x sib,HI79-194,x sib,14K,30,7,1
1745,LANGEBIO, ,AL/JL,HI79,UNISEM21A_210,x sib,HI79-206,x sib,14K,30,6,1
1746,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1015,x sib,HI93-016,x sib,14K,30,5,1
1747,LANGEBIO, ,AL/JL,HI79,UNISEM21A_149,x sib,HI79-145,x sib,14K,30,4,1
1748,LANGEBIO, ,AL/JL,HI79,UNISEM21A_294,x sib,HI79-286,x sib,14K,30,3,2
1749,LANGEBIO, ,AL/JL,HI79,UNISEM21A_283,x sib,HI79-275,x sib,14K,30,2,1
1750,LANGEBIO, ,AL/JL,HI79,UNISEM21A_78,x sib,HI79-075,x sib,14K,30,1,1
