CML23-,Origin (Package),Packed?,Who/What,Description,Female parent,Male parent,Female genotype,Male genotype,Number/Selection,row_design,column_design,rep
1001,LANGEBIO, ,AL/JL,HI93,UNISEM21A_915,x sib,HI93-271,x sib,14K,1,1,2
1002,LANGEBIO, ,AL/JL,HI79,UNISEM21A_379,x sib,HI79-370,x sib,14K,1,2,1
1003,LANGEBIO, ,AL/JL,HI73,UNISEM21A_410,x sib,HI73-028,x sib,14K,1,3,1
1004,LANGEBIO, ,AL/JL,HI79,UNISEM21A_288,x sib,HI79-280,x sib,14K,1,4,1
1005,LANGEBIO, ,AL/JL,HI79,UNISEM21A_314,x sib,HI79-306,x sib,14K,1,5,1
1006,LANGEBIO, ,AL/JL,HI79,UNISEM21A_294,x sib,HI79-286,x sib,14K,1,6,2
1007,LANGEBIO, ,AL/JL,HI79,UNISEM21A_329,x sib,HI79-321,x sib,14K,1,7,1
1008,LANGEBIO, ,AL/JL,HI79,UNISEM21A_195,x sib,HI79-191,x sib,14K,1,8,1
1009,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,1,9,50
1010,LANGEBIO, ,AL/JL,HI79,UNISEM21A_107,x sib,HI79-104,x sib,14K,1,10,1
1011,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,1,11,50
1012,LANGEBIO, ,AL/JL,HI79,UNISEM21A_166,x sib,HI79-162,x sib,14K,1,12,1
1013,LANGEBIO, ,AL/JL,HI79,UNISEM21A_222,x sib,HI79-217,x sib,14K,1,13,2
1014,LANGEBIO, ,AL/JL,HI79,UNISEM21A_38,x sib,HI79-035,x sib,14K,1,14,1
1015,LANGEBIO, ,AL/JL,HI93,UNISEM21A_686,x sib,HI93-049,x sib,14K,1,15,2
1016,LANGEBIO, ,AL/JL,HI79,UNISEM21A_370,x sib,HI79-361,x sib,14K,1,16,2
1017,LANGEBIO, ,AL/JL,HI93,UNISEM21A_956,x sib,HI93-312,x sib,14K,1,17,2
1018,LANGEBIO, ,AL/JL,HI73,UNISEM21A_613,x sib,HI73-217,x sib,14K,1,18,1
1019,LANGEBIO, ,AL/JL,HI79,UNISEM21A_339,x sib,HI79-331,x sib,14K,1,19,1
1020,LANGEBIO, ,AL/JL,HI73,UNISEM21A_441,x sib,HI73-059,x sib,14K,1,20,1
1021,LANGEBIO, ,AL/JL,HI79,UNISEM21A_83,x sib,HI79-080,x sib,14K,1,21,1
1022,LANGEBIO, ,AL/JL,HI79,UNISEM21A_266,x sib,HI79-258,x sib,14K,1,22,1
1023,LANGEBIO, ,AL/JL,HI73,UNISEM21A_551,x sib,HI73-164,x sib,14K,1,23,2
1024,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1007,x sib,HI93-008,x sib,14K,1,24,2
1025,LANGEBIO, ,AL/JL,HI79,UNISEM21A_120,x sib,HI79-117,x sib,14K,1,25,1
1026,LANGEBIO, ,AL/JL,HI73,UNISEM21A_390,x sib,HI73-008,x sib,14K,2,25,1
1027,LANGEBIO, ,AL/JL,HI73,UNISEM21A_594,x sib,HI73-202,x sib,14K,2,24,2
1028,LANGEBIO, ,AL/JL,HI73,UNISEM21A_604,x sib,HI73-211,x sib,14K,2,23,1
1029,LANGEBIO, ,AL/JL,HI79,UNISEM21A_3,x sib,HI79-003,x sib,14K,2,22,1
1030,LANGEBIO, ,AL/JL,HI79,UNISEM21A_285,x sib,HI79-277,x sib,14K,2,21,2
1031,LANGEBIO, ,AL/JL,HI93,UNISEM21A_925,x sib,HI93-281,x sib,14K,2,20,1
1032,LANGEBIO, ,AL/JL,HI73,UNISEM21A_587,x sib,HI73-195,x sib,14K,2,19,2
1033,LANGEBIO, ,AL/JL,HI93,UNISEM21A_918,x sib,HI93-274,x sib,14K,2,18,2
1034,LANGEBIO, ,AL/JL,HI79,UNISEM21A_86,x sib,HI79-083,x sib,14K,2,17,2
1035,LANGEBIO, ,AL/JL,HI73,UNISEM21A_646,x sib,HI73-249,x sib,14K,2,16,2
1036,LANGEBIO, ,AL/JL,HI93,UNISEM21A_756,x sib,HI93-118,x sib,14K,2,15,2
1037,LANGEBIO, ,AL/JL,HI93,UNISEM21A_757,x sib,HI93-119,x sib,14K,2,14,2
1038,LANGEBIO, ,AL/JL,HI73,UNISEM21A_661,x sib,HI73-264,x sib,14K,2,13,2
1039,LANGEBIO, ,AL/JL,HI93,UNISEM21A_872,x sib,HI93-231,x sib,14K,2,12,2
1040,LANGEBIO, ,AL/JL,HI73,UNISEM21A_639,x sib,HI73-242,x sib,14K,2,11,1
1041,LANGEBIO, ,AL/JL,HI79,UNISEM21A_355,x sib,HI79-346,x sib,14K,2,10,2
1042,LANGEBIO, ,AL/JL,HI73,UNISEM21A_602,x sib,HI73-209,x sib,14K,2,9,1
1043,LANGEBIO, ,AL/JL,HI79,UNISEM21A_276,x sib,HI79-268,x sib,14K,2,8,1
1044,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1005,x sib,HI93-006,x sib,14K,2,7,2
1045,LANGEBIO, ,AL/JL,HI93,UNISEM21A_930,x sib,HI93-286,x sib,14K,2,6,2
1046,LANGEBIO, ,AL/JL,HI79,UNISEM21A_204,x sib,HI79-200,x sib,14K,2,5,1
1047,LANGEBIO, ,AL/JL,HI79,UNISEM21A_157,x sib,HI79-153,x sib,14K,2,4,2
1048,LANGEBIO, ,AL/JL,HI73,UNISEM21A_411,x sib,HI73-029,x sib,14K,2,3,2
1049,LANGEBIO, ,AL/JL,HI73,UNISEM21A_522,x sib,HI73-137,x sib,14K,2,2,1
1050,LANGEBIO, ,AL/JL,HI79,UNISEM21A_337,x sib,HI79-329,x sib,14K,2,1,2
1051,LANGEBIO, ,AL/JL,HI73,UNISEM21A_432,x sib,HI73-050,x sib,14K,3,1,2
1052,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1025,x sib,HI93-025,x sib,14K,3,2,1
1053,LANGEBIO, ,AL/JL,HI79,UNISEM21A_187,x sib,HI79-183,x sib,14K,3,3,1
1054,LANGEBIO, ,AL/JL,HI93,UNISEM21A_820,x sib,HI93-179,x sib,14K,3,4,2
1055,LANGEBIO, ,AL/JL,HI73,UNISEM21A_526,x sib,HI73-140,x sib,14K,3,5,1
1056,LANGEBIO, ,AL/JL,HI93,UNISEM21A_863,x sib,HI93-222,x sib,14K,3,6,2
1057,LANGEBIO, ,AL/JL,HI79,UNISEM21A_377,x sib,HI79-368,x sib,14K,3,7,1
1058,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,3,8,50
1059,LANGEBIO, ,AL/JL,HI79,UNISEM21A_299,x sib,HI79-291,x sib,14K,3,9,1
1060,LANGEBIO, ,AL/JL,HI93,UNISEM21A_849,x sib,HI93-208,x sib,14K,3,10,2
1061,LANGEBIO, ,AL/JL,HI79,UNISEM21A_150,x sib,HI79-146,x sib,14K,3,11,2
1062,LANGEBIO, ,AL/JL,HI79,UNISEM21A_264,x sib,HI79-256,x sib,14K,3,12,1
1063,LANGEBIO, ,AL/JL,HI93,UNISEM21A_902,x sib,HI93-258,x sib,14K,3,13,2
1064,LANGEBIO, ,AL/JL,HI79,UNISEM21A_121,x sib,HI79-118,x sib,14K,3,14,1
1065,LANGEBIO, ,AL/JL,HI93,UNISEM21A_857,x sib,HI93-216,x sib,14K,3,15,2
1066,LANGEBIO, ,AL/JL,HI73,UNISEM21A_501,x sib,HI73-117,x sib,14K,3,16,2
1067,LANGEBIO, ,AL/JL,HI79,UNISEM21A_308,x sib,HI79-300,x sib,14K,3,17,1
1068,LANGEBIO, ,AL/JL,HI79,UNISEM21A_309,x sib,HI79-301,x sib,14K,3,18,2
1069,LANGEBIO, ,AL/JL,HI79,UNISEM21A_333,x sib,HI79-325,x sib,14K,3,19,1
1070,LANGEBIO, ,AL/JL,HI73,UNISEM21A_517,x sib,HI73-132,x sib,14K,3,20,2
1071,LANGEBIO, ,AL/JL,HI73,UNISEM21A_541,x sib,HI73-154,x sib,14K,3,21,1
1072,LANGEBIO, ,AL/JL,HI93,UNISEM21A_698,x sib,HI93-061,x sib,14K,3,22,2
1073,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1016,x sib,HI93-017,x sib,14K,3,23,1
1074,LANGEBIO, ,AL/JL,HI73,UNISEM21A_617,x sib,HI73-221,x sib,14K,3,24,1
1075,LANGEBIO, ,AL/JL,HI73,UNISEM21A_493,x sib,HI73-110,x sib,14K,3,25,1
1076,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1039,x sib,HI93-039,x sib,14K,4,25,2
1077,LANGEBIO, ,AL/JL,HI79,UNISEM21A_60,x sib,HI79-057,x sib,14K,4,24,1
1078,LANGEBIO, ,AL/JL,HI79,UNISEM21A_30,x sib,HI79-027,x sib,14K,4,23,1
1079,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1031,x sib,HI93-031,x sib,14K,4,22,1
1080,LANGEBIO, ,AL/JL,HI93,UNISEM21A_902,x sib,HI93-258,x sib,14K,4,21,2
1081,LANGEBIO, ,AL/JL,HI79,UNISEM21A_26,x sib,HI79-023,x sib,14K,4,20,1
1082,LANGEBIO, ,AL/JL,HI79,UNISEM21A_253,x sib,HI79-245,x sib,14K,4,19,2
1083,LANGEBIO, ,AL/JL,HI73,UNISEM21A_437,x sib,HI73-055,x sib,14K,4,18,1
1084,LANGEBIO, ,AL/JL,HI79,UNISEM21A_168,x sib,HI79-164,x sib,14K,4,17,1
1085,LANGEBIO, ,AL/JL,HI73,UNISEM21A_508,x sib,HI73-124,x sib,14K,4,16,2
1086,LANGEBIO, ,AL/JL,HI93,UNISEM21A_956,x sib,HI93-312,x sib,14K,4,15,2
1087,LANGEBIO, ,AL/JL,HI93,UNISEM21A_769,x sib,HI93-131,x sib,14K,4,14,2
1088,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1029,x sib,HI93-029,x sib,14K,4,13,2
1089,LANGEBIO, ,AL/JL,HI79,UNISEM21A_262,x sib,HI79-254,x sib,14K,4,12,1
1090,LANGEBIO, ,AL/JL,HI73,UNISEM21A_598,x sib,HI73-205,x sib,14K,4,11,1
1091,LANGEBIO, ,AL/JL,HI79,UNISEM21A_129,x sib,HI79-126,x sib,14K,4,10,1
1092,LANGEBIO, ,AL/JL,HI73,UNISEM21A_527,x sib,HI73-141,x sib,14K,4,9,1
1093,LANGEBIO, ,AL/JL,HI79,UNISEM21A_161,x sib,HI79-157,x sib,14K,4,8,1
1094,LANGEBIO, ,AL/JL,HI73,UNISEM21A_638,x sib,HI73-241,x sib,14K,4,7,1
1095,LANGEBIO, ,AL/JL,HI73,UNISEM21A_484,x sib,HI73-101,x sib,14K,4,6,1
1096,LANGEBIO, ,AL/JL,HI73,UNISEM21A_453,x sib,HI73-071,x sib,14K,4,5,2
1097,LANGEBIO, ,AL/JL,HI73,UNISEM21A_622,x sib,HI73-225,x sib,14K,4,4,2
1098,LANGEBIO, ,AL/JL,HI93,UNISEM21A_808,x sib,HI93-167,x sib,14K,4,3,1
1099,LANGEBIO, ,AL/JL,HI79,UNISEM21A_76,x sib,HI79-073,x sib,14K,4,2,1
1100,LANGEBIO, ,AL/JL,HI79,UNISEM21A_267,x sib,HI79-259,x sib,14K,4,1,2
1101,LANGEBIO, ,AL/JL,HI79,UNISEM21A_183,x sib,HI79-179,x sib,14K,5,1,2
1102,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,5,2,50
1103,LANGEBIO, ,AL/JL,HI93,UNISEM21A_814,x sib,HI93-173,x sib,14K,5,3,1
1104,LANGEBIO, ,AL/JL,HI93,UNISEM21A_827,x sib,HI93-186,x sib,14K,5,4,1
1105,LANGEBIO, ,AL/JL,HI93,UNISEM21A_985,x sib,HI93-339,x sib,14K,5,5,1
1106,LANGEBIO, ,AL/JL,HI79,UNISEM21A_215,x sib,HI79-211,x sib,14K,5,6,1
1107,LANGEBIO, ,AL/JL,HI73,UNISEM21A_646,x sib,HI73-249,x sib,14K,5,7,2
1108,LANGEBIO, ,AL/JL,HI73,UNISEM21A_620,x sib,HI73-223,x sib,14K,5,8,1
1109,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1010,x sib,HI93-011,x sib,14K,5,9,1
1110,LANGEBIO, ,AL/JL,HI79,UNISEM21A_267,x sib,HI79-259,x sib,14K,5,10,2
1111,LANGEBIO, ,AL/JL,HI79,UNISEM21A_136,x sib,HI79-133,x sib,14K,5,11,1
1112,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,5,12,50
1113,LANGEBIO, ,AL/JL,HI79,UNISEM21A_73,x sib,HI79-070,x sib,14K,5,13,1
1114,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,5,14,50
1115,LANGEBIO, ,AL/JL,HI79,UNISEM21A_239,x sib,HI79-232,x sib,14K,5,15,2
1116,LANGEBIO, ,AL/JL,HI93,UNISEM21A_753,x sib,HI93-115,x sib,14K,5,16,1
1117,LANGEBIO, ,AL/JL,HI93,UNISEM21A_935,x sib,HI93-291,x sib,14K,5,17,1
1118,LANGEBIO, ,AL/JL,HI73,UNISEM21A_403,x sib,HI73-021,x sib,14K,5,18,2
1119,LANGEBIO, ,AL/JL,HI79,UNISEM21A_58,x sib,HI79-055,x sib,14K,5,19,1
1120,LANGEBIO, ,AL/JL,HI79,UNISEM21A_312,x sib,HI79-304,x sib,14K,5,20,1
1121,LANGEBIO, ,AL/JL,HI93,UNISEM21A_852,x sib,HI93-211,x sib,14K,5,21,1
1122,LANGEBIO, ,AL/JL,HI79,UNISEM21A_27,x sib,HI79-024,x sib,14K,5,22,2
1123,LANGEBIO, ,AL/JL,HI93,UNISEM21A_892,x sib,HI93-249,x sib,14K,5,23,1
1124,LANGEBIO, ,AL/JL,HI79,UNISEM21A_37,x sib,HI79-034,x sib,14K,5,24,2
1125,LANGEBIO, ,AL/JL,HI73,UNISEM21A_469,x sib,HI73-087,x sib,14K,5,25,2
1126,LANGEBIO, ,AL/JL,HI73,UNISEM21A_550,x sib,HI73-163,x sib,14K,6,25,1
1127,LANGEBIO, ,AL/JL,HI93,UNISEM21A_686,x sib,HI93-049,x sib,14K,6,24,2
1128,LANGEBIO, ,AL/JL,HI73,UNISEM21A_460,x sib,HI73-078,x sib,14K,6,23,2
1129,LANGEBIO, ,AL/JL,HI73,UNISEM21A_471,x sib,HI73-089,x sib,14K,6,22,1
1130,LANGEBIO, ,AL/JL,HI73,UNISEM21A_662,x sib,HI73-265,x sib,14K,6,21,1
1131,LANGEBIO, ,AL/JL,HI93,UNISEM21A_915,x sib,HI93-271,x sib,14K,6,20,2
1132,LANGEBIO, ,AL/JL,HI93,UNISEM21A_716,x sib,HI93-078,x sib,14K,6,19,2
1133,LANGEBIO, ,AL/JL,HI73,UNISEM21A_406,x sib,HI73-024,x sib,14K,6,18,2
1134,LANGEBIO, ,AL/JL,HI79,UNISEM21A_138,x sib,HI79-135,x sib,14K,6,17,1
1135,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,6,16,50
1136,LANGEBIO, ,AL/JL,HI79,UNISEM21A_152,x sib,HI79-148,x sib,14K,6,15,1
1137,LANGEBIO, ,AL/JL,HI73,UNISEM21A_393,x sib,HI73-011,x sib,14K,6,14,2
1138,LANGEBIO, ,AL/JL,HI73,UNISEM21A_589,x sib,HI73-197,x sib,14K,6,13,1
1139,LANGEBIO, ,AL/JL,HI93,UNISEM21A_929,x sib,HI93-285,x sib,14K,6,12,2
1140,LANGEBIO, ,AL/JL,HI73,UNISEM21A_398,x sib,HI73-016,x sib,14K,6,11,2
1141,LANGEBIO, ,AL/JL,HI93,UNISEM21A_721,x sib,HI93-083,x sib,14K,6,10,1
1142,LANGEBIO, ,AL/JL,HI79,UNISEM21A_202,x sib,HI79-198,x sib,14K,6,9,2
1143,LANGEBIO, ,AL/JL,HI73,UNISEM21A_447,x sib,HI73-065,x sib,14K,6,8,1
1144,LANGEBIO, ,AL/JL,HI93,UNISEM21A_908,x sib,HI93-264,x sib,14K,6,7,1
1145,LANGEBIO, ,AL/JL,HI73,UNISEM21A_428,x sib,HI73-046,x sib,14K,6,6,2
1146,LANGEBIO, ,AL/JL,HI73,UNISEM21A_543,x sib,HI73-156,x sib,14K,6,5,2
1147,LANGEBIO, ,AL/JL,HI73,UNISEM21A_631,x sib,HI73-234,x sib,14K,6,4,1
1148,LANGEBIO, ,AL/JL,HI79,UNISEM21A_238,x sib,HI79-231,x sib,14K,6,3,1
1149,LANGEBIO, ,AL/JL,HI79,UNISEM21A_54,x sib,HI79-051,x sib,14K,6,2,1
1150,LANGEBIO, ,AL/JL,HI73,UNISEM21A_519,x sib,HI73-134,x sib,14K,6,1,2
1151,LANGEBIO, ,AL/JL,HI93,UNISEM21A_716,x sib,HI93-078,x sib,14K,7,1,2
1152,LANGEBIO, ,AL/JL,HI93,UNISEM21A_815,x sib,HI93-174,x sib,14K,7,2,2
1153,LANGEBIO, ,AL/JL,HI73,UNISEM21A_428,x sib,HI73-046,x sib,14K,7,3,2
1154,LANGEBIO, ,AL/JL,HI79,UNISEM21A_28,x sib,HI79-025,x sib,14K,7,4,2
1155,LANGEBIO, ,AL/JL,HI79,UNISEM21A_20,x sib,HI79-018,x sib,14K,7,5,1
1156,LANGEBIO, ,AL/JL,HI73,UNISEM21A_532,x sib,HI73-146,x sib,14K,7,6,1
1157,LANGEBIO, ,AL/JL,HI73,UNISEM21A_505,x sib,HI73-121,x sib,14K,7,7,2
1158,LANGEBIO, ,AL/JL,HI93,UNISEM21A_825,x sib,HI93-184,x sib,14K,7,8,1
1159,LANGEBIO, ,AL/JL,HI93,UNISEM21A_796,x sib,HI93-157,x sib,14K,7,9,2
1160,LANGEBIO, ,AL/JL,HI93,UNISEM21A_683,x sib,HI93-046,x sib,14K,7,10,1
1161,LANGEBIO, ,AL/JL,HI79,UNISEM21A_208,x sib,HI79-204,x sib,14K,7,11,1
1162,LANGEBIO, ,AL/JL,HI93,UNISEM21A_976,x sib,HI93-331,x sib,14K,7,12,1
1163,LANGEBIO, ,AL/JL,HI73,UNISEM21A_649,x sib,HI73-252,x sib,14K,7,13,1
1164,LANGEBIO, ,AL/JL,HI79,UNISEM21A_113,x sib,HI79-110,x sib,14K,7,14,1
1165,LANGEBIO, ,AL/JL,HI73,UNISEM21A_472,x sib,HI73-090,x sib,14K,7,15,2
1166,LANGEBIO, ,AL/JL,HI93,UNISEM21A_755,x sib,HI93-117,x sib,14K,7,16,1
1167,LANGEBIO, ,AL/JL,HI93,UNISEM21A_691,x sib,HI93-054,x sib,14K,7,17,2
1168,LANGEBIO, ,AL/JL,HI73,UNISEM21A_657,x sib,HI73-260,x sib,14K,7,18,2
1169,LANGEBIO, ,AL/JL,HI79,UNISEM21A_354,x sib,HI79-345,x sib,14K,7,19,1
1170,LANGEBIO, ,AL/JL,HI73,UNISEM21A_557,x sib,HI73-170,x sib,14K,7,20,1
1171,LANGEBIO, ,AL/JL,HI73,UNISEM21A_481,x sib,HI73-098,x sib,14K,7,21,1
1172,LANGEBIO, ,AL/JL,HI73,UNISEM21A_476,x sib,HI73-094,x sib,14K,7,22,1
1173,LANGEBIO, ,AL/JL,HI73,UNISEM21A_516,x sib,HI73-131,x sib,14K,7,23,2
1174,LANGEBIO, ,AL/JL,HI93,UNISEM21A_975,x sib,HI93-330,x sib,14K,7,24,2
1175,LANGEBIO, ,AL/JL,HI79,UNISEM21A_269,x sib,HI79-261,x sib,14K,7,25,1
1176,LANGEBIO, ,AL/JL,HI79,UNISEM21A_380,x sib,HI79-371,x sib,14K,8,25,1
1177,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1024,x sib,HI93-024,x sib,14K,8,24,1
1178,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1030,x sib,HI93-030,x sib,14K,8,23,2
1179,LANGEBIO, ,AL/JL,HI79,UNISEM21A_313,x sib,HI79-305,x sib,14K,8,22,2
1180,LANGEBIO, ,AL/JL,HI73,UNISEM21A_556,x sib,HI73-169,x sib,14K,8,21,1
1181,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,8,20,50
1182,LANGEBIO, ,AL/JL,HI79,UNISEM21A_260,x sib,HI79-252,x sib,14K,8,19,1
1183,LANGEBIO, ,AL/JL,HI93,UNISEM21A_788,x sib,HI93-150,x sib,14K,8,18,1
1184,LANGEBIO, ,AL/JL,HI73,UNISEM21A_402,x sib,HI73-020,x sib,14K,8,17,1
1185,LANGEBIO, ,AL/JL,HI93,UNISEM21A_692,x sib,HI93-055,x sib,14K,8,16,1
1186,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,8,15,50
1187,LANGEBIO, ,AL/JL,HI73,UNISEM21A_667,x sib,HI73-269,x sib,14K,8,14,1
1188,LANGEBIO, ,AL/JL,HI73,UNISEM21A_442,x sib,HI73-060,x sib,14K,8,13,1
1189,LANGEBIO, ,AL/JL,HI93,UNISEM21A_859,x sib,HI93-218,x sib,14K,8,12,2
1190,LANGEBIO, ,AL/JL,HI79,UNISEM21A_250,x sib,HI79-242,x sib,14K,8,11,1
1191,LANGEBIO, ,AL/JL,HI93,UNISEM21A_918,x sib,HI93-274,x sib,14K,8,10,2
1192,LANGEBIO, ,AL/JL,HI79,UNISEM21A_337,x sib,HI79-329,x sib,14K,8,9,2
1193,LANGEBIO, ,AL/JL,HI73,UNISEM21A_483,x sib,HI73-100,x sib,14K,8,8,1
1194,LANGEBIO, ,AL/JL,HI79,UNISEM21A_367,x sib,HI79-358,x sib,14K,8,7,1
1195,LANGEBIO, ,AL/JL,HI79,UNISEM21A_295,x sib,HI79-287,x sib,14K,8,6,1
1196,LANGEBIO, ,AL/JL,HI79,UNISEM21A_36,x sib,HI79-033,x sib,14K,8,5,1
1197,LANGEBIO, ,AL/JL,HI73,UNISEM21A_507,x sib,HI73-123,x sib,14K,8,4,2
1198,LANGEBIO, ,AL/JL,HI79,UNISEM21A_39,x sib,HI79-036,x sib,14K,8,3,1
1199,LANGEBIO, ,AL/JL,HI79,UNISEM21A_300,x sib,HI79-292,x sib,14K,8,2,1
1200,LANGEBIO, ,AL/JL,HI79,UNISEM21A_332,x sib,HI79-324,x sib,14K,8,1,1
1201,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,9,1,50
1202,LANGEBIO, ,AL/JL,HI79,UNISEM21A_318,x sib,HI79-310,x sib,14K,9,2,2
1203,LANGEBIO, ,AL/JL,HI79,UNISEM21A_378,x sib,HI79-369,x sib,14K,9,3,1
1204,LANGEBIO, ,AL/JL,HI93,UNISEM21A_998,x sib,HI93-351,x sib,14K,9,4,2
1205,LANGEBIO, ,AL/JL,HI79,UNISEM21A_207,x sib,HI79-203,x sib,14K,9,5,2
1206,LANGEBIO, ,AL/JL,HI79,UNISEM21A_234,x sib,HI79-227,x sib,14K,9,6,1
1207,LANGEBIO, ,AL/JL,HI79,UNISEM21A_40,x sib,HI79-037,x sib,14K,9,7,1
1208,LANGEBIO, ,AL/JL,HI79,UNISEM21A_89,x sib,HI79-086,x sib,14K,9,8,2
1209,LANGEBIO, ,AL/JL,HI93,UNISEM21A_679,x sib,HI93-042,x sib,14K,9,9,1
1210,LANGEBIO, ,AL/JL,HI73,UNISEM21A_448,x sib,HI73-066,x sib,14K,9,10,1
1211,LANGEBIO, ,AL/JL,HI79,UNISEM21A_112,x sib,HI79-109,x sib,14K,9,11,1
1212,LANGEBIO, ,AL/JL,HI73,UNISEM21A_485,x sib,HI73-102,x sib,14K,9,12,1
1213,LANGEBIO, ,AL/JL,HI93,UNISEM21A_863,x sib,HI93-222,x sib,14K,9,13,2
1214,LANGEBIO, ,AL/JL,HI79,UNISEM21A_122,x sib,HI79-119,x sib,14K,9,14,2
1215,LANGEBIO, ,AL/JL,HI93,UNISEM21A_695,x sib,HI93-058,x sib,14K,9,15,1
1216,LANGEBIO, ,AL/JL,HI93,UNISEM21A_700,x sib,HI93-063,x sib,14K,9,16,1
1217,LANGEBIO, ,AL/JL,HI93,UNISEM21A_894,x sib,HI93-250,x sib,14K,9,17,2
1218,LANGEBIO, ,AL/JL,HI73,UNISEM21A_425,x sib,HI73-043,x sib,14K,9,18,2
1219,LANGEBIO, ,AL/JL,HI73,UNISEM21A_404,x sib,HI73-022,x sib,14K,9,19,1
1220,LANGEBIO, ,AL/JL,HI93,UNISEM21A_699,x sib,HI93-062,x sib,14K,9,20,2
1221,LANGEBIO, ,AL/JL,HI93,UNISEM21A_912,x sib,HI93-268,x sib,14K,9,21,1
1222,LANGEBIO, ,AL/JL,HI73,UNISEM21A_415,x sib,HI73-033,x sib,14K,9,22,1
1223,LANGEBIO, ,AL/JL,HI79,UNISEM21A_376,x sib,HI79-367,x sib,14K,9,23,1
1224,LANGEBIO, ,AL/JL,HI79,UNISEM21A_72,x sib,HI79-069,x sib,14K,9,24,2
1225,LANGEBIO, ,AL/JL,HI79,UNISEM21A_334,x sib,HI79-326,x sib,14K,9,25,1
1226,LANGEBIO, ,AL/JL,HI79,UNISEM21A_370,x sib,HI79-361,x sib,14K,10,25,2
1227,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1023,x sib,HI93-023,x sib,14K,10,24,2
1228,LANGEBIO, ,AL/JL,HI73,UNISEM21A_457,x sib,HI73-075,x sib,14K,10,23,1
1229,LANGEBIO, ,AL/JL,HI93,UNISEM21A_819,x sib,HI93-178,x sib,14K,10,22,2
1230,LANGEBIO, ,AL/JL,HI93,UNISEM21A_928,x sib,HI93-284,x sib,14K,10,21,2
1231,LANGEBIO, ,AL/JL,HI93,UNISEM21A_774,x sib,HI93-136,x sib,14K,10,20,2
1232,LANGEBIO, ,AL/JL,HI79,UNISEM21A_366,x sib,HI79-357,x sib,14K,10,19,1
1233,LANGEBIO, ,AL/JL,HI93,UNISEM21A_754,x sib,HI93-116,x sib,14K,10,18,1
1234,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,10,17,50
1235,LANGEBIO, ,AL/JL,HI79,UNISEM21A_45,x sib,HI79-042,x sib,14K,10,16,2
1236,LANGEBIO, ,AL/JL,HI93,UNISEM21A_923,x sib,HI93-279,x sib,14K,10,15,2
1237,LANGEBIO, ,AL/JL,HI73,UNISEM21A_517,x sib,HI73-132,x sib,14K,10,14,2
1238,LANGEBIO, ,AL/JL,HI73,UNISEM21A_576,x sib,HI73-186,x sib,14K,10,13,1
1239,LANGEBIO, ,AL/JL,HI79,UNISEM21A_142,x sib,HI79-138,x sib,14K,10,12,1
1240,LANGEBIO, ,AL/JL,HI73,UNISEM21A_458,x sib,HI73-076,x sib,14K,10,11,1
1241,LANGEBIO, ,AL/JL,HI93,UNISEM21A_903,x sib,HI93-259,x sib,14K,10,10,1
1242,LANGEBIO, ,AL/JL,HI93,UNISEM21A_794,x sib,HI93-155,x sib,14K,10,9,1
1243,LANGEBIO, ,AL/JL,HI93,UNISEM21A_896,x sib,HI93-252,x sib,14K,10,8,1
1244,LANGEBIO, ,AL/JL,HI79,UNISEM21A_363,x sib,HI79-354,x sib,14K,10,7,1
1245,LANGEBIO, ,AL/JL,HI79,UNISEM21A_272,x sib,HI79-264,x sib,14K,10,6,1
1246,LANGEBIO, ,AL/JL,HI79,UNISEM21A_364,x sib,HI79-355,x sib,14K,10,5,1
1247,LANGEBIO, ,AL/JL,HI79,UNISEM21A_47,x sib,HI79-044,x sib,14K,10,4,1
1248,LANGEBIO, ,AL/JL,HI79,UNISEM21A_304,x sib,HI79-296,x sib,14K,10,3,1
1249,LANGEBIO, ,AL/JL,HI73,UNISEM21A_422,x sib,HI73-040,x sib,14K,10,2,2
1250,LANGEBIO, ,AL/JL,HI79,UNISEM21A_324,x sib,HI79-316,x sib,14K,10,1,1
